Judul,Gambar,Bahan,Langkah
Sup Udang Tahu (Eat Clean Series),https://img-global.cpcdn.com/recipes/8d76f0f3bdef04eb/240x340cq50/sup-udang-tahu-eat-clean-series-foto-resep-utama.webp,"250 gr Udang ukuran sedang; 5 buah tahu putih, potong potong; 200 gr brokoli; 1 buah tomat; 3 siung bawang putih; 4 siung bawang merah; 1 ruas jari jahe, geprek; 0,5 buah bawang bombay (opsional); secukupnya garam, merica, kaldu jamur; 1 buah jeruk lemon/nipis; 3 buah cabe rawit pedas; 500 ml air; minyak zaitun untuk menumis","1 Rendam udang menggunakan air jeruk nipis/lemon sekitar 15 menit kemudian cuci dan bilas | 2 Kupas kulit dan kepala udang(jangan dibuang, karena untuk membuat kaldu seafood), dan pisahkan dari dagingnya | 3 Cuci dan potong brokoli, tomat, cincang halus bawang putih, merah | 4 Buat kaldu seafood : tumis kulit udang dan kepala udang​ hingga berwarna kemerahan dan harum, kemudian masukkan air, masak hingga mendidih, setelah mendidih saring untuk mendapatkan kuah kaldu yang jernih | 5 Masak lagi kaldu di atas api sedang, masukkan bawang putih, bawang merah dan bawang bombay. Beri garam, merica dan kaldu bubuk | 6 Masukkan udang, tahu dan jahe yg telah digeprek. Koreksi rasa tambahkan bumbu jika dirasa kurang | 7 Terakhir masukan brokoli dan tomat. Tidak perlu lama lama agar sayur tidak overcooked. Matikan api, sajikan selagi hangat"
909. Abon Ayam,https://img-global.cpcdn.com/recipes/cc5f27b83597cd9c/240x340cq50/909-abon-ayam-foto-resep-utama.webp,"500 gr fillet ayam; 500 ml air; 150 ml air rebusan ayam; 65 ml santan instant; 2 lembar daun salam; 4 lembar daun jeruk; Bumbu yang dihaluskan; 5 butir bawang merah; 3 siung bawang putih; 3 batang sereh ambil putihnya iris; 1 ruas jahe, kupas iris tipis; 3 ruas lengkuas muda, iris tipis; 1/2 sdt ketumbar bubuk; 1/2 sdt lada bubuk; 1/2 sdt kunyit bubuk; Bumbu tambahan; 1/2 sdt garam; 1/2 sdt gula pasir Rosebrand; 2 sdm.minyak untuk menumis","1 Siapkan bahan, rebus ayam dengan daun salam dan jeruk kurang lebih 15 menit hingga matang, suwir-suwir, aku dihaluskan dengan ulekan baru disuwir. [Gambar: https://img-global.cpcdn.com/steps/d03c01ddb0592903/160x128cq70/909-abon-ayam-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/f12036a3bf124096/160x128cq70/909-abon-ayam-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/52c6d60ebd4c6d66/160x128cq70/909-abon-ayam-langkah-memasak-1-foto.jpg] | 2 Blender bumbu yang yang dihaluskan, tumis dengan 2 sdm minyak hingga harum, masukkan santan, tambahkan air rebusan ayam. Masak hingga matang dengan api kecil, masukkan ayam. [Gambar: https://img-global.cpcdn.com/steps/859eb1345d758462/160x128cq70/909-abon-ayam-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/85c8a24a723bed97/160x128cq70/909-abon-ayam-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/53517d8a19309e5c/160x128cq70/909-abon-ayam-langkah-memasak-2-foto.jpg] | 3 Aduk sesekali, masak hingga ayam kering, beri garam dan gula pasir. Aduk rata. [Gambar: https://img-global.cpcdn.com/steps/2860669e326e840c/160x128cq70/909-abon-ayam-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/6ae0f5eb61d799fc/160x128cq70/909-abon-ayam-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/a33859ff43168457/160x128cq70/909-abon-ayam-langkah-memasak-3-foto.jpg] | 4 Jika sdh dingin simpan dalam wadah tertutup, siap dinikmati. [Gambar: https://img-global.cpcdn.com/steps/934d7964cc1192e8/160x128cq70/909-abon-ayam-langkah-memasak-4-foto.jpg]"
Sop Makaroni Buncis Jadul/Green Beans Macaroni Soup,https://img-global.cpcdn.com/recipes/e2180edc3a682cbd/240x340cq50/sop-makaroni-buncis-jadulgreen-beans-macaroni-soup-foto-resep-utama.webp,200 gr boneless chicken; 200 gr macaroni; 1/2 head of cauliflower; 2 carrots; 150 gr green beans (clean the sides strings and cut 2 cm); 150 gr meatballs/sausages; 1 onion (fried it) for topping; 6 cloves of garlic; 1.5 tsp black/white pepper; 3 stalks of spring onions; 3 stalks of celery; 1 tomato; to taste salt; 8-9 cups of water; 4 tbsp veg oil; 1 tsp sugar,"1 Preheat the saucepan, add veg oil, and saute the garlic black pepper paste. Once it is golden brown add cuts chicken, keep stirring it for 5 minutes. Panaskan panci, tambahkan minyak sayur, dan tumis bawang putih lada hitam yg sudah dihaluskan. Setelah berwarna cokelat keemasan tambahkan potongan ayam, terus aduk selama 5 menit. [Gambar: https://img-global.cpcdn.com/steps/df64794a5cd8a967/160x128cq70/sop-makaroni-buncis-jadulgreen-beans-macaroni-soup-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/03e72a4d14a56d5d/160x128cq70/sop-makaroni-buncis-jadulgreen-beans-macaroni-soup-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/b135d4f3462c7f11/160x128cq70/sop-makaroni-buncis-jadulgreen-beans-macaroni-soup-langkah-memasak-1-foto.jpg] | 2 Add the water, leave it till it boiled. Once it is boiled add the macaroni, leave it until the macaroni is cooked. Tambahkan air, biarkan hingga mendidih. Setelah mendidih masukkan makaroni, diamkan hingga makaroni matang. [Gambar: https://img-global.cpcdn.com/steps/548c4f09586f841c/160x128cq70/sop-makaroni-buncis-jadulgreen-beans-macaroni-soup-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/7ccc9aa347094362/160x128cq70/sop-makaroni-buncis-jadulgreen-beans-macaroni-soup-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/08dbf9c6ca08ea4a/160x128cq70/sop-makaroni-buncis-jadulgreen-beans-macaroni-soup-langkah-memasak-2-foto.jpg] | 3 When the macaroni is ready then add the diced carrots, cauliflower, and green beans. Leave it again till the soup boiled. Jika makaroni sudah matang, tambahkan potongan wortel, kembang kol, dan buncis. Biarkan lagi sampai sup mendidih. [Gambar: https://img-global.cpcdn.com/steps/4ca105e650a4fbb5/160x128cq70/sop-makaroni-buncis-jadulgreen-beans-macaroni-soup-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/7ba0e99650ef6934/160x128cq70/sop-makaroni-buncis-jadulgreen-beans-macaroni-soup-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/3cc3b9269743c07a/160x128cq70/sop-makaroni-buncis-jadulgreen-beans-macaroni-soup-langkah-memasak-3-foto.jpg] | 4 Once the soup boiled add the meatballs, continue to cook it for 5 minutes, lastly add the diced tomato, spring onion, and celery and cook it more for 2 minutes. Setelah sup mendidih tambahkan bakso, lanjutkan memasak selama 5 menit, terakhir tambahkan tomat potong dadu, daun bawang, dan seledri dan masak lagi selama 2 menit. [Gambar: https://img-global.cpcdn.com/steps/8016099c54e71a81/160x128cq70/sop-makaroni-buncis-jadulgreen-beans-macaroni-soup-langkah-memasak-4-foto.jpg] | 5 Green beans macaroni soup is ready to serve added with fry onion as a topping for the beloved family added with “sambal kecap” (spicy sweet soy sauce) to add the deliciousness. Sop buncis makaroni siap dihidangkan ditambah bawang goreng sebagai topping untuk keluarga tercinta ditambah sambal kecap untuk menambah kelezatannya. Bon Appetite! Selamat Makan! [Gambar: https://img-global.cpcdn.com/steps/9a4bfd6915396d9a/160x128cq70/sop-makaroni-buncis-jadulgreen-beans-macaroni-soup-langkah-memasak-5-foto.jpg, https://img-global.cpcdn.com/steps/b73f125c19ede8e8/160x128cq70/sop-makaroni-buncis-jadulgreen-beans-macaroni-soup-langkah-memasak-5-foto.jpg]"
Pengetan udah tahu tempre (eat clean),https://img-global.cpcdn.com/recipes/f84ed3ce89f0837e/240x340cq50/pengetan-udah-tahu-tempre-eat-clean-foto-resep-utama.webp,"1/2 kg udang; 1/4 papan tempe,kukus; 1 1/2 buah tahu,kukus; secukupnya air untuk kuah; bumbu; 3 siung bawang putih,iris tipis; 6 siung bawang merah,iris tipis; 1 lembar daun salam; 2 buah cabe merah,iris ±1cm; 10 buah belimbing wuluh; 1/4 sdt ketumbar; 1/4 sdt merica; 1 buah tomat,iris jadi 4; secukupnya gulgar","1 Tumis bawang putih,bawang merah dan salam sampai wangi dengan minyak zaitun,masukkan udang,masak hingga kemerahan dan keluar air kaldunya dengan api keciiil | 2 Tambahkan air,masukkan tahu,tempe dan semua bumbu lainnya,masak hingga matang | 3 Siap dihidangkan [Gambar: https://img-global.cpcdn.com/steps/9420a5098b260fb4/160x128cq70/pengetan-udah-tahu-tempre-eat-clean-langkah-memasak-3-foto.jpg]"
Sop Wortel Eating Clean,https://img-global.cpcdn.com/recipes/d36bec40f3b06792/240x340cq50/sop-wortel-eating-clean-foto-resep-utama.webp,1 bh wortel; 1 kuntum bunga kol; 1 bh tomat; Segenggam daun kelor; Seckpnya udang; Seckpnya merica butiran; Seckpnya garam krosok; 1 btg daun bawang; Sedikit daun seledri,"1 Cuci bersih sayuran, lalu potong2. Bersihkan jg udangnya [Gambar: https://img-global.cpcdn.com/steps/3f8dac0c97104c33/160x128cq70/sop-wortel-eating-clean-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/de3b3d8536086538/160x128cq70/sop-wortel-eating-clean-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/1ea9fa9560892125/160x128cq70/sop-wortel-eating-clean-langkah-memasak-1-foto.jpg] | 2 Didihkan air. Masukkan wortel dan bunga kol. Masak setengah matang [Gambar: https://img-global.cpcdn.com/steps/7ed9e2588351631c/160x128cq70/sop-wortel-eating-clean-langkah-memasak-2-foto.jpg] | 3 Masukkan udang, dan daun kelor. Aduk. [Gambar: https://img-global.cpcdn.com/steps/152c4ba71a3b3277/160x128cq70/sop-wortel-eating-clean-langkah-memasak-3-foto.jpg] | 4 Matikan api. Masukkan tomat. Juga garam dan merica yg telah di haluskan. Taburi daun bawang dan seledri saat di hidangkan. [Gambar: https://img-global.cpcdn.com/steps/6d2771e5ddfa2280/160x128cq70/sop-wortel-eating-clean-langkah-memasak-4-foto.jpg, https://img-global.cpcdn.com/steps/8d9cc72b360c9675/160x128cq70/sop-wortel-eating-clean-langkah-memasak-4-foto.jpg]"
Diet/clean food Dada ayam bakar pedas manis,https://img-global.cpcdn.com/recipes/19dec833dbb1fa19/240x340cq50/dietclean-food-dada-ayam-bakar-pedas-manis-foto-resep-utama.webp,"2 dada ayam potong dadu(sesuai selera); Bumbu halus; 3 siung bawang merah; 2 siung bawang putih; 1 biji cabe besar; 10 biji cabe kecil (boleh skip); Sedikit merica; Sedikit ketumbar; Penyedap, gula; 2 sdm kecap manis; 1 sdt saos tiram","1 Bersihkan dada ayam, iris2 biar bumbu meresap | 2 Haluskan bumbu, tambahkan kecap, menyedap, gula, garam | 3 Masukan ayam, | 4 Siapkan nampan mikrowave, panggang di suhu 250° selama 45 menit"
Onigiri Lemper,https://img-global.cpcdn.com/recipes/f251c6a93f51655c/240x340cq50/onigiri-lemper-foto-resep-utama.webp,250 gr beras ketan putih; 1 cup beras nasi; 200 ml santan instan; 1 gelas air; 1 sdt garam; 100 gr abon; 2 lembar daun pandan; 2 pack onigiri isi 10pcs,"1 Cuci bersih beras ketan lalu rendam minimal 1 jam. [Gambar: https://img-global.cpcdn.com/steps/0fc2eed8ac4cb0ff/160x128cq70/onigiri-lemper-langkah-memasak-1-foto.jpg] | 2 Cuci beras biasa lalu campurkan ke beras ketan dalam panci. [Gambar: https://img-global.cpcdn.com/steps/bdd1c7c6d3dd00bb/160x128cq70/onigiri-lemper-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/16cd59a8d12b8853/160x128cq70/onigiri-lemper-langkah-memasak-2-foto.jpg] | 3 Masak dengan api kecil sambil diaduk sampai airnya asat. [Gambar: https://img-global.cpcdn.com/steps/48af8a5d50edb45f/160x128cq70/onigiri-lemper-langkah-memasak-3-foto.jpg] | 4 Tambahkan air, santan, garam, dan pandan. Aduk rata. [Gambar: https://img-global.cpcdn.com/steps/9ddd44f3b35c4401/160x128cq70/onigiri-lemper-langkah-memasak-4-foto.jpg, https://img-global.cpcdn.com/steps/d74e606bfb518c43/160x128cq70/onigiri-lemper-langkah-memasak-4-foto.jpg] | 5 Ambil nasi ketan yang sudah matang, masukkan ke cetakan. Beri isian abon lalu tutup lagi dengan nasi ketan. [Gambar: https://img-global.cpcdn.com/steps/7906d592264eb250/160x128cq70/onigiri-lemper-langkah-memasak-5-foto.jpg, https://img-global.cpcdn.com/steps/44120501ef4b2a10/160x128cq70/onigiri-lemper-langkah-memasak-5-foto.jpg] | 6 Panaskan kukusan. Pindahkan beras setengah matang tadi ke kukusan. Kukus selama 20-30 menit atau sampai matang. [Gambar: https://img-global.cpcdn.com/steps/495572f33dd2d462/160x128cq70/onigiri-lemper-langkah-memasak-6-foto.jpg, https://img-global.cpcdn.com/steps/613d719ee7650388/160x128cq70/onigiri-lemper-langkah-memasak-6-foto.jpg] | 7 Pindah ke plastik, padatkan dan tekan sampai membentuk segitiga manual dengan tangan. [Gambar: https://img-global.cpcdn.com/steps/a17292dffe58dc43/160x128cq70/onigiri-lemper-langkah-memasak-7-foto.jpg, https://img-global.cpcdn.com/steps/52436d1050265b20/160x128cq70/onigiri-lemper-langkah-memasak-7-foto.jpg] | 8 Beri onigiri. Siap disajikan. ❤ [Gambar: https://img-global.cpcdn.com/steps/f9f2273a22db2b0e/160x128cq70/onigiri-lemper-langkah-memasak-8-foto.jpg, https://img-global.cpcdn.com/steps/7175e5c147cce9b9/160x128cq70/onigiri-lemper-langkah-memasak-8-foto.jpg, https://img-global.cpcdn.com/steps/af71bbce6574ceb9/160x128cq70/onigiri-lemper-langkah-memasak-8-foto.jpg]"
Chicken Breast with Spinach and Friends (clean eat),https://img-global.cpcdn.com/recipes/76a6cfcdbaceedc9/240x340cq50/chicken-breast-with-spinach-and-friends-clean-eat-foto-resep-utama.webp,1 ikat bayam; 1 batang wortel; 1/4 potong bawang bombay; 2 siung bawang putih; 3 potong fillet ayam; 1 sdt olive oil; 1 sdt bawang putih bubuk; 1/4 gelas air; 1 butir telur putih (optional kalau ingin tambahan protein baik),"1 Tumis bawang putih, bawang bombay dengan olive oil hingga wangi. [Gambar: https://img-global.cpcdn.com/steps/2873be3a5c3c1826/160x128cq70/chicken-breast-with-spinach-and-friends-clean-eat-langkah-memasak-1-foto.jpg] | 2 Masukkan putih telur dan ayam yang sudah dipotong (ayam sebaiknya sudah direbus terlebih dahulu) selama 5 menit. [Gambar: https://img-global.cpcdn.com/steps/f99116823669c262/160x128cq70/chicken-breast-with-spinach-and-friends-clean-eat-langkah-memasak-2-foto.jpg] | 3 Terakhir masukkan wortel dan bayam. Lalu masukkan bubuk bawang putih dan air. Jangan terlalu lama dengan api kecil tutup pan dan biarkan seperti kukus sebentar. Lalu buka dan biarkan kuah sedikit meresap. [Gambar: https://img-global.cpcdn.com/steps/3cf86556899a9a51/160x128cq70/chicken-breast-with-spinach-and-friends-clean-eat-langkah-memasak-3-foto.jpg] | 4 Tadahhh... silahkan mencoba :) [Gambar: https://img-global.cpcdn.com/steps/8d36d065f6427d5a/160x128cq70/chicken-breast-with-spinach-and-friends-clean-eat-langkah-memasak-4-foto.jpg]"
Steamboat (Suki),https://img-global.cpcdn.com/recipes/0de0257de551ff4b/240x340cq50/steamboat-suki-foto-resep-utama.webp,"Isi (sayuran optional); 1 bungkus frozen suki; 1 buah wortel (iris kecil); 1 ikat pokcoy; 1 bungkus jamur enoki; 1 buah brokoli (potong kecil dan rendam dengan air garam); 1 liter air kaldu (kalau pakai air biasa, bisa pakai kaldu bubuk pilih yang clean non msg); Bumbu; 2 siung bawang putih (geprek dan iris halus), saya pake baceman bawang


Baceman Bawang Putih (Wangi, Sedap, Praktis); 1/2 buah bawang bombay; 1.5 sdm saus tiram (aku pakai saus jamur); 2 sdm kecap asin (aku pakai coconut aminos); 1 sdm gula (aku pakai gula kelapa); 1 sdm minyak wijen; 2 buah bawang daun (iris); secukupnya garam (sea salt/himsalt/volcanic salt); secukupnya merica bubuk; secukupnya minyak (olive oil/cco)","1 Cuci bersih seluruh bahan dan tiriskan. Potong-potong sayuran sesuai selera. | 2 Panaskan wajan dengan minyak secukupnya. Tumis irisan bawang putih dan bawang bombay hingga harum. [Gambar: https://img-global.cpcdn.com/steps/25768cce0993c3d6/160x128cq70/steamboat-suki-langkah-memasak-2-foto.jpg] | 3 Masukkan air kaldu dan wortel. Tambahkan saus jamur/tiram, coconut aminos/kecap asin, minyak wijen, gula, garam, dan merica. Rebus hingga mendidih dan koreksi rasa sesuai selera. | 4 Ada 2 cara penyajian: a). Kuah dan bahan suki dipisahkan. Bahan suki baru direbus ketika akan dimakan. b). Bahan suki dan sayuran yang lebih lunak dimasukkan langsung ke dalam kuah. | 5 Tips: Brokoli dan bahan utama suki dapat dimasukan bersamaan. Jangan rebus brokoli terlalu lama karena akan menghilangkan gizinya. Jika menggunakan crabstick, sebaiknya dimasukkan 1 menit sebelum dimatikan karena crabstick cepat sekali matang. Sedangkan jamur enoki dapat dimasukkan segera setelah api dimatikan. | 6 Sajikan selagi hangat. Oiya, karena saya suka pedas, biasanya saya tambahkan irisan cabe rawit. Selamat menikmati :) [Gambar: https://img-global.cpcdn.com/steps/25ccd1ba050a3109/160x128cq70/steamboat-suki-langkah-memasak-6-foto.jpg]"
EAT CLEAN Day 10 (garang asem + tumis pokcoy),https://img-global.cpcdn.com/recipes/f4c1f807b89859bc/240x340cq50/eat-clean-day-10-garang-asem-tumis-pokcoy-foto-resep-utama.webp,"Garang Asem; 100 gr dada ayam; 2 buah cabe rawit; 1 buah cabe merah kriting, iris; 1 buah tomat, kecil aja; 2 buah blimbing wuluh; 1 batang seresh, geprek; 2 lbr daun salam; 2 lbr daun jeruk; Gula; Garam; Tumis Pokcoy; 2 buah pokcoy,buang bonggolnya; 3 siung bawang putih, cincang; 1/2 sdt olive oil,untuk menumis; 1 sdm saori saos tiram","1 Campur semua bahan,tambahkan sedikit gula dan garam taruh di mangkuk tahan panas (kalo saya pake rantang stainless) | 2 Kukus hingga matang | 3 Tumis bawang putih hingga harum, masukkan pokcoy | 4 Tambahkan saus tiram,masak hingga matang"
Abon Ayam 🐔,https://img-global.cpcdn.com/recipes/bf20fad7bbba93af/240x340cq50/abon-ayam-foto-resep-utama.webp,500 gr dada ayam fillet; 150 air kaldu rebusan ayam; 65 ml santan (aku tdk pakai); Secukupnya minyak goreng; 👉🏻Bumbu untuk merebus ayam; 500 ml air; 3 lembar daun salam; 2 lembar daun jeruk; 👉🏻 Bumbu halus; 5 butir bawang merah; 3 siung bawang putih; 2 batang sereh ambil bagian putih dan iris tipis; 1 ruas jahe; 3 ruas lengkoas muda; 1/2 sdm bubuk ketumbar; 1/2 sdt lada bubuk; 1/2 sdt kunyit bubuk; 2 cabe rawit merah; 👉🏻 Seasoning; 2 sdm gula pasir; secukupnya Garam; Secukupnya garam atau penyedap rasa,"1 Siapkan bahan-bahannya, cuci bersih ayam, didihkan air dan rebus fillet sampai lunak dgn bahan rebusan ayam (sekitar 15 menitan) setelah dingin di suwir suwir filletnya [Gambar: https://img-global.cpcdn.com/steps/4b9e1fed634d1467/160x128cq70/abon-ayam-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/c049594d76e7adcd/160x128cq70/abon-ayam-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/4a8f15fe989985ed/160x128cq70/abon-ayam-langkah-memasak-1-foto.jpg] | 2 Haluskan bumbu sampai halus betul [Gambar: https://img-global.cpcdn.com/steps/11715fcc1f5e95c4/160x128cq70/abon-ayam-langkah-memasak-2-foto.jpg] | 3 Tumis bumbu halus, masukkan penyedap rasa, gula dan garam, aduk aduk (tes rasa) dan masukkan suwiran fillet masak dgn api kecil sampai matang dan kering. Selamat mencoba 🥳 [Gambar: https://img-global.cpcdn.com/steps/478e8433eda2625c/160x128cq70/abon-ayam-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/6f706ae06f8bc59f/160x128cq70/abon-ayam-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/d70fb3ed4278236a/160x128cq70/abon-ayam-langkah-memasak-3-foto.jpg]"
Diet/clean food Orek telur tahu kuning,https://img-global.cpcdn.com/recipes/ba1401e724a18a54/240x340cq50/dietclean-food-orek-telur-tahu-kuning-foto-resep-utama.webp,2 potong tahu kuning/putih juga bisa; 2 butir telur; Bahan; 4 siung bawang merah; 2 siung bawang putih; 1 cabe besar; 5 cabe kecil (bisa skip); 1 ruas kunyit; 1/2 sdt merica bubuk; Gula; Garam; Penyedap,"1 Potong dadu tahu kuning | 2 Haluskan bumbu, sisihkan | 3 Orek2 dulu telur menggunakan teflon, tambahkan sedikit air agar tidak melekat, setelah matang, masukan bumbu halus, tumis brsama telur sampai harum, tambahkan air secukupnya, masukan potongan tahu, masak sampai meletup2, terahir, tambahkan gula, garam, penyedap | 4 Koreksi rasa, siap dihidangkam"
Tahu Telur (Menu Eat Clean🥚),https://img-global.cpcdn.com/recipes/0d49bf709fd4cf82/240x340cq50/tahu-telur-menu-eat-clean-foto-resep-utama.webp,1 buah tahu ukuran sedang; 2 butir telur ayam (saya hanya pakai 1 kuning telur saja 😁); 2 siung bawang merah; 3 buah cabe rawit; 3 buah jamur champignon; 2 batang daun bawang; 1 sdt merica bubuk; 1/2 sdt garam; 1 sdm corn oil (bisa diganti olive oil),"1 Cuci bersih tahu, hancurkan dengan garpu (saya tidak terlalu halus menghancurkannya, supaya masih terasa tekstur tahunya). Cuci bersih daun bawang dan jamur, cincang kasar. [Gambar: https://img-global.cpcdn.com/steps/735f2264c7368aeb/160x128cq70/tahu-telur-menu-eat-clean-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/0f84f376ce85fe5b/160x128cq70/tahu-telur-menu-eat-clean-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/45b0fad5fbf143cd/160x128cq70/tahu-telur-menu-eat-clean-langkah-memasak-1-foto.jpg] | 2 Campurkan tahu dengan telur, daun bawang, jamur, merica bubuk dan garam. Aduk rata. [Gambar: https://img-global.cpcdn.com/steps/d5af9cf1a715a06c/160x128cq70/tahu-telur-menu-eat-clean-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/675c353662ba16de/160x128cq70/tahu-telur-menu-eat-clean-langkah-memasak-2-foto.jpg] | 3 Panaskan corn oil di atas teflon dengan api kecil. Masukkan adonan tahu telur ke dalam teflon. Balik adonan ketika bagian bawah sudah berwarna kuning kecoklatan. Setelah bagian bawah telur berwarna kuning kecoklatan, angkat dan potong-potong sesuai selera. Taburkan irisan bawang merah dan cabe rawit di atas tahu telur. [Gambar: https://img-global.cpcdn.com/steps/7f990df43cfabe14/160x128cq70/tahu-telur-menu-eat-clean-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/0d342b28b4553edd/160x128cq70/tahu-telur-menu-eat-clean-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/397551dc624459b6/160x128cq70/tahu-telur-menu-eat-clean-langkah-memasak-3-foto.jpg] | 4 Catatan : Supaya tidak hancur, jangan sering membolak balik tahu telur (saya hanya sekali balik saja, terus angkat)"
"Jus Sayur Sawi,Apel, Lemon, Kurma... Clean Eating",https://img-global.cpcdn.com/recipes/7a45eca31c4fe120/240x340cq50/jus-sayur-sawiapel-lemon-kurma-clean-eating-foto-resep-utama.webp,3 Lembar Daun Sawi; 1/2 Apel fuji; 3 buah kurma sukari agar manis; 2 sdm air Lemon; 1 gelas /250ml Air putih,1 Saya rebus dulu sawi 1 menit agar tidak langu dan steril | 2 Blender semua bahan jadi satu sampai benar2 lembut lalu sajikan deh
Soto Eat Clean,https://img-global.cpcdn.com/recipes/3c8ee16a1fbd1784/240x340cq50/soto-eat-clean-foto-resep-utama.webp,1 slice dada ayam; jamur enoki; selada keriting; telur rebus potong2; kentang rebus potong2; potong wortel; jagung kecil/muda; daun bawang potong2; 1 ruas lengkoas; 1 ruas jahe; 1 bh serai ambil putihnya; 2 lbr daun salam; 2 lbr daun jeruk; Bumbu halus; olive oil; 3 bh bawang merah; 2 bh bawang putih; 2 cabe rawit; 1/2 sdt lada putih organik; 1 sdt sea salt; 1/2 sdt bubuk kunyit,"1 Di dalam panci rebus dada ayam, daun bawang & wortel, biarkan sampai wortel agak lunak dan kaldu keluar dari ayam | 2 Di wajan terpisah, tumis bumbu halus, masukkan jahe, serai, lengkoas, daun salam & jeruk sampai wangi & mateng lalu pindahkan ke panci rebusan ayam | 3 Perlaham masukkan jamur enoki dan selada air, masak sampai wortel sudah tidak begitu keras | 4 Sajikan soup bersama bahan pelengkap"
Juice jamur kuping + madu #eat clean,https://img-global.cpcdn.com/recipes/1bc08de523c778f2/240x340cq50/juice-jamur-kuping-madu-eat-clean-foto-resep-utama.webp,100 grm jamur kuping; 50 ml madu; 600 ml air,"1 Siap kan bahan bahan nya [Gambar: https://img-global.cpcdn.com/steps/0c567d543be55d06/160x128cq70/juice-jamur-kuping-madu-eat-clean-langkah-memasak-1-foto.jpg] | 2 Cuci bersih jamur,lalu rebus hingga matang,kurang lebih 20 menit | 3 Biarkan agak dingin,kemudian blender dengan madu [Gambar: https://img-global.cpcdn.com/steps/83cbe5b7b31d1f6f/160x128cq70/juice-jamur-kuping-madu-eat-clean-langkah-memasak-3-foto.jpg] | 4 Jus jamur nya siap untuk di sajikan [Gambar: https://img-global.cpcdn.com/steps/d59f2c7bd474dd3f/160x128cq70/juice-jamur-kuping-madu-eat-clean-langkah-memasak-4-foto.jpg] | 5 Awet kenyang dan sehat😊"
