Judul,URL,Bahan,Langkah
Ayam Kodok FiberCreme,https://cookpad.com/id/resep/12953832-ayam-kodok-fibercreme,1 ekor ayam utuh; 2 buah wortel; 2 buah kentang; Bumbu marinasi kulit ayam; 1/4 sdt lada bubuk; 1/2 sdt garam; Bumbu adonan ayam; 2 cm pala (di parut); 1 1/2 sdm kaldu bubuk ayam; 1 sdm lada bubuk; 7 siung bawang putih (iris tipis); 1 sdm gula pasir; 2 sdm fibercreme; 5 sdm tepung roti; 3 butir telur (kocok lepas); 3 sdm brambang goreng; Bumbu oles; 1 sdm margarin; 1 sdm saory lada hitam; 2 sdm kecap manis; Bumbu saus; 1 sdm saus pedas; 1 sdm saus tiram; 2 siung bawang putih (cincang halus); 1/2 buah bawang bombai (iris tipis); 1/4 sdt garam; 1/2 sdt lada bubuk; Kacang polong (optional); 1 sdm tepung maizena; 3 sdm air kaldu ayam; (Bumbu untuk saus di tumis bentar ya),"1
    



Pisahkan danging ayam dari kulitnya. Pelan2 yaa, harua fokus jangan sampe robek kulitnya 😅 | 2
    



Abis itu kita marinasi dengan menaburi garam dan lada bubuk. Diamkan sambil kita nyiapin yg lain dulu | 3
    



Setelah daging ayam pisah sama tulangnya, kita giling dan masukan bumbu adonan ayam (bawang putih, pala, kaldu bubuk, lada bubuk, gula) campur sampai halus | 4
    



Abis itu kita pindah ke wadah. Kocok lepas 3 telur nya lalu masukan ke adonan ayam, tambahkan brambang goreng | 5
    



Lanjut kita masukan tepung roti dan fibercreme, aduk rata. Kenapa pake tepung roti? Karna biar tekstur ayamnya nanti lebih gurih crunchy gitu dan fibercreme dia ngasih tekstur yg lembut..jadi lembut,creamy dan crunchy hehe mungkin gitu yaa maklum masih amatir soal masak☺ | 6
    



Kita ambil kulit ayam tadi, kalo ada yg robek kita jait sedikit 😁 dan masukan adonan ayam ke plastik segitiga | 7
    



Nah sekarang kita isi deh ke dalam kulit hehehe, abis itu kita kukus selama 30 menit. Wadahnya aku lapisi daun pisang biar wangi aja karna nanti saat kita ngukus ayam air kaldu nya keluar | 8
    



Kita siapin bahan olesan skincarenya | 9
    



Trus olesi skincare ke ayam bolak balik yaa biar rata glowing nya sambil kita tusuk2 pake garpu. Abis itu kita oven 30 menit sambil nunggu bikin saus nya sekalian. Pas bikin saus lupa foto karna anak udah rewel biasa mau tumgi hehehe😊 sausnya di tumis sebentar ya buCin.. | 10
    



Trus buat sayuran nya, aku cuma ada wortel sama kentang. Iris panjang trus rebus pake garem dikit, rebus wortelnya dulu 5 menit trus di susul kentang nya. | 11
    



Setelah matang, kentangnya aku goreng bentar | 12
    



Sudah jadi..ginuk2 khan hehhee. Selamat mencoba dan menikmati"
Sushi diet dari Oat,https://cookpad.com/id/resep/17173972-sushi-diet-dari-oat,135 gram dada ayam; 50 gram / 6 sdm rolled oats; 1 buah wortel (65 gram) direbus; 1 buah timun; 1 sdm minyak wijen; Biji wijen secukupnya; secukupnya Gara himalaya / garam biasa; 2 lembar Nori Manjun,"1
    



Panggang dada ayam diteflon, beri sedikit garam lalu potong agak memanjang | 2
    



Masak oat dengan air secukupnya. Tambahkan sedikit minyak wijen dan biji wijen. | 3
    



Bentangkan nori, tuangka oat beberapa sendok. Lalu ratakan. Letakkan ayam yg sudah dipotong. Timun dan wortel yg jg diiris memanjang. lalu gulung norinya. | 4
    



Potong - potong sushinya. Selesai"
Acar Kuning Udang Panggang (Menu Diet / Rendah Kalori),https://cookpad.com/id/resep/13260295-acar-kuning-udang-panggang-menu-diet-rendah-kalori,50 gram wortel yang udah dipotong korek api; 50 gram timun yang udah dipotong korek api; 2 buah udang yang telah di bersihkan; 1 ruas kecil kunyit; Sejumput garam himalayan; 1/2 sdt gula; 3 buah bawang putih; Sedikit air; 2 buah cabai rawit cincang,"1
    



Yukk siapin bahannya yah | 2
    



Bumbui udang dengan sedikit garam dan 1 buah bawang putih cincang lalu diamkan | 3
    



Sembari menunggu, haluskan kunyit dan sisa bawang putih lalu tumis dan tambahkan sedikit garam dan air, tunggu hingga sedikit mendidih | 4
    



Disisi lain, panggang udang yang sudah dibumbui hingga berubah warna yah, jika matang, sisihkan | 5
    



Setelah bumbu sedikit mendidih, masukkan wortel dan timun lalu aduk-aduk hingga mendidih, jika sudah matang, tata di mangkuk dan tambahkan selada sebagai lalapannya yah | 6
    



Acar kuning udang panggang siap disantap."
PANCAKE OATMEAL rendah kalori,https://cookpad.com/id/resep/13625973-pancake-oatmeal-rendah-kalori,35 gr Haverjoy oatmeal (saya pake yg bungkus merah); 2 butir telor; 60 gr Keju cheddar parut; 1-2 sachet gula diet sesuai selera merk dan byknya; secukupnya Garam (sesuai selera); 20 gr Meses ceres,"1
    



Seduh oatmeal dg air panas secukupnya jangan terlalu encer hanya agar tercampur air panas saja,aduk rata.hasil masih menggumpal ya.kemudian masukkan telor,gula,garam,keju parut aduk rata kembali. | 2
    



Panaskan teflon anti lengket,kemudian tuangkan 1-2sdm adonan oatmeal kedalam teflon,sambil dipipihkan.masak dengan api kecil sambil dibolak balik hingga coklat dan matang.biar hasil bagus bukatkannya yg rapi yaa.maafkan klo saya hasilnya tidak terlalu rapih karena disambi nyuci tadi. | 3
    



Sajikan oatmeal dengan taburan ceres,kalo ada susu kental manis boleh dituangkan secukupnya sesuai selera saja.kalo saya memang tidak terlalu suka manis karena sudah ada manis dari ceresnya"
Creamy chicken soup,https://cookpad.com/id/resep/5464108-creamy-chicken-soup,"250 gr dada ayam, rebus dan tiriskan, suwir2; 500 ml air kaldu ayam; 1/2 buah bawang bombai iris memanjang; 2 siung bawang putih, memarkan; 1 ruas kecil jahe; 1 buah wortel, potong dadu kecil; 1 buah kentang, potong dadu kecil; 1 buah brokoli, potong kecil2; 2 helai daun bawang dan seledri; 50 gr keju parut; 1/2 sdt lada bubuk; 1 sdm @fibercreme; 1 sdm maizena, campur dng sedikit air; secukupnya Garam, gula dan kaldu bubuk; secukupnya Minyak goreng","1
    



Tumis bawang bombai, bawang putih dan jahe dng sedikit minyak sampai harum.. tuang air kaldu.. masukkan kentang, wortel dan brokoli.. masak sampai empuk tp tdk lembek. | 2
    



Tambahkan daun bawang, seledri keju dan @fibercreme, aduk.. beri gula, garam dan kaldu bubuk, test rasa. | 3
    



Terakhir.. masukkan maizena.. aduk cepat sampai adonan mengental.. angkat dan siap di nikmati selagi hangat."
725. Timus Ubi Ungu,https://cookpad.com/id/resep/15603444-725-timus-ubi-ungu,300 gram Ubi ungu (resep asli ubi jalar putih); 2 sdm Tepung terigu (boleh diganti tepung tapioka); 1 sdm Gula pasir (resep asli 2 sdm); 1/4 sdt Garam; 1/4 sdt Perisa vanilla; 200 ml Minyak goreng,"1
    



Kupas Ubi ungu dan cuci bersih. Kemudian kukus hingga matang. Setelah matang, lalu lumatkan dengan garpu. | 2
    



Masukkan bahan lainnya, dan aduk hingga tercampur rata. Bentuk adonan bulat lonjong atau sesuai selera. Lakukan hingga adonan habis. | 3
    



Panaskan Minyak goreng. Lalu goreng Timus hingga matang. Angkat, tiriskan. | 4
    



Timus Ubi Ungu pun siap disajikan selagi hangat.
Selamat mencoba 🙏😊"
Puding susu labu kuning rendah kalori,https://cookpad.com/id/resep/13709984-puding-susu-labu-kuning-rendah-kalori,300 gr labu (berat setelah dikukus dan di haluskan); 400 ml susu uht rendah lemak; 300 ml air; 1 sdm chia seed; 8 scht sweetener; 1 pcs Nutrijell plain,"1
    



Kukus labu kuning sampai empuk dan haluskan menggunakan blender atau food processor | 2
    



Campur susu,air,chia seed,nutrijell,rebus sambil diaduk agar tidak menggumpal,lalu masukkan labu,setelah meletup masukkan sweetener,aduk terus sampai mendidih | 3
    



Setelah mendidih tuang ke dalam cetakan,setelah dingjn masukkan kulkas.puding siap disajikan setelah 1jam dikulkas"
Jus Terong Belanda Low Fat,https://cookpad.com/id/resep/1447802-jus-terong-belanda-low-fat,3 bh terong belanda; 2 bks Gula jagung; 400 cc Air dingin,"1
    



Belah terong belanda ambil dagingnya dg menggunakan sendok | 2
    



Masukkan buah ke dalam blender jus ditambah air dan gula | 3
    



Saring agar bijinya tidak terminum karena akan berasa pahit | 4
    



Sajikan"
Tempe Bakar,https://cookpad.com/id/resep/16972972-tempe-bakar,7 iris tempe; 1/2 sdt garam; 1/2 sdt minyak kanola; Pelengkap : mayo dan saus sambal,"1
    



Siapkan irisan tempe, rendam dengan air garam 5 menit. | 2
    



Grill tempe, olesi minyak dan grill hingga matang. | 3
    



Siap disajikan dengan cocolan mayo dan saus favorit ♥️"
Bakso Tempe,https://cookpad.com/id/resep/13199764-bakso-tempe,300 gram tempe; 6 siung bawang putih (haluskan); 1 sdt garam; 1 sdt lada bubuk (saya pake lada hitam); 2 butir telur; 200 gram tepung tapioka,"1
    



Siapkan tempe, potong sesuai selera. Kemudian kukus tempe selama 15 menit. Angkat, biarkan dingin. Setelah dingin halsukan tempe. | 2
    



Siapkan wadah besar, campurkan tempe, bawang putih halus, lada hitam, garam, telur dan tepung tapioka. Aduk semuanya hingga tercampur rata. | 3
    



Ambil 1/2 sdm adonan kemudian bulatkan. Lakukan hingga adonan habis. | 4
    



Rebus bakso tempe hingga matang, tandanya bakso sudah terapung ke atas. Angkat, tiriskan. | 5
    



Bakso tempe siap disajikan ataupun diolah."
Pancake oat pisang,https://cookpad.com/id/resep/14250908-pancake-oat-pisang,3 sdm oat; 2 buah pisang ukuran sedang (aku pisang ambon); 100 ml susu uht (air biasa juga boleh),"1
    



Masukan ke mangkok oat dan susu, diamkan 5menit agar oat bertekstur lembut | 2
    



Tambakan pisang lumatkan dengan sendok aduk rata | 3
    



Panggang diatas teflon, biarkan sisi bawah matang dulu agar pas dibalik tidak hancur | 4
    



Lalu sajikan"
Pancake Oatmeal Banana,https://cookpad.com/id/resep/6220022-pancake-oatmeal-banana,4 sdm oatmeal instan atau rolled oat; 1 butir telur ayam; 1 buah pisang ambon matang; 1/4 sdt bubuk vanilla; 5 sdm air; 1/4 sdt bubuk baking powder; 1 sdm butter atau margarin,"1
    



Campur semua bahan kecuali, baking powder dan vanilla bubuk ke dalam blender, lalu blender hingga halus sekitar 1 menit. | 2
    



Taro diatas mangkuk beri baking powder dan bubuk vanilla, lalu aduk rata. | 3
    



Panaskan pan dadar, bagi 2 adonan, tuang dalam pan yg telah panas, masak dengan api sangat kecil, tunggu hingga bagian bawah tidak menempel, lalu balik masak hingga matang, ulangi untuk sisa adonan."
121) Tumis Labu Siam Telur,https://cookpad.com/id/resep/11009012-121-tumis-labu-siam-telur,"1/2 buah labu siam, potong korek api; 1 butir telur; 2 siung bawang putih, geprek, cincang; 2 sdm sambal timun; 1 sdt saus tiram; secukupnya Air, garam dan gula","1
    



Siapkan bahan. Beri garam pada irisan labu siam, remas2 lalu bilas dengan air, sisihkan. Kocok lepas telur, beri garam sedikit ya. | 2
    



Tumis bawang putih hingga harum. Masukkan labu siam. Aduk-aduk. Tambahkan sambal timun, aduk rata. Beri air secukupnya, tutup wajan. Biarkan hingga labu siam matang. | 3
    



Beri saus tiram, aduk rata. Tuang kocokan telur, aduk hingga telur matang. Tambahkan garam dan gula, cicipi. Sajikan."
Nasi Goreng Kampung,https://cookpad.com/id/resep/24716566-nasi-goreng-kampung,"2 mangkuk nasi; 1 btr telur; 1 genggam ikan teri, goreng; 1 sdm udang sabu; Garam; Kaldu jamur; Minyak goreng; secukupnya Daun kangkung; Bumbu halus / Chopper :; 3 btr bawang putih; 3 bh cabe merah","1
    



Panaskan minyak, masukkan bumbu halus. Tumis sampai harum. Masukkan telur, orak arik | 2
    



Masukkan nasi, udang sabu, garam, kaldu jamur dan kangkung. | 3
    



Aduk2 rata, masak terus sampai nasi tercampur rata dengan bumbu. | 4
    



Kalau sudah matang, taburi ikan teri goreng. Aduk rata kembali. Sajikan"
Infused Water Tomat dan Chia Seed Himalaya,https://cookpad.com/id/resep/11009404-infused-water-tomat-dan-chia-seed-himalaya,1 buah tomat merah; Secukupnya chia seed; Sejumput/sedikit garam himalaya; 300 ml air matang,"1
    



Cuci bersih tomat, lalu potong sesuai selera. Masukkan ke dalam botol beserta chia seed, garam dan air | 2
    



Diamkan selama 6 jam maksimal 12 jam. Bisa disimpan ke dalam kulkas supaya tambah seger | 3
    



Siap disajikan. Jika sudah berbusa jangan diminum atau buang semua isi dan airnya"
Mie Goreng Simpel Sederhana #diet,https://cookpad.com/id/resep/11594356-mie-goreng-simpel-sederhana-diet,"200 gr mie shirataki (boleh basah, boleh kering); 2 btr telur; 5 siung bawang putih; 1 bh daun bawang; 1 sdm olive oil light; 1 sdm kecap ikan; 1 sdt saus tiram; 1 sdm kecap asin; Bahan pelengkap :; Acar; Bawang goreng; Bubul cabai","1
    



Karena aku pake mie shirataki basah jadi aku cuci dulu mie nya dengan air dingin. | 2
    



Panaskan minyak. Tumis bawang putih hingga agak kering dan harum. | 3
    



Masukan telur. Tunggu benerapa dekit kemudian orak arik. Masukkan juga kecap ikan. Aduk terus hinggal telur matang. | 4
    



Masukan mie shirataki. Tambahkan merica, kecap asin dan saus tiram. Aduk hingga semua tercampur rata. | 5
    



Terakhir masukan daun bawang."
Salad Kol Ungu,https://cookpad.com/id/resep/17309577-salad-kol-ungu,"1/4 bh kol ungu; 1 bh tomat, buang biji; 100 gr dada ayam rebus tanpa kulit; Secukupnya selada; 1/2 bh bawang bombay; 3 sdm mayonaise; 1/2 sdm madu; 1/2 sdm minyak wijen; 1 bh telur rebus","1
    



Cuci bersih kol, lalu iris sesuai selera, iris tipis dada ayam dan iris memanjang tomat merah | 2
    



Campurkan mayonaise, minyak wijen dan madu, aduk rata | 3
    



Campurkan semua bahan, lalu tuang saus nya, aduk rata, sajikan 🤤"
Oat Muffin,https://cookpad.com/id/resep/15932209-oat-muffin,30 gr tepung oat instan; 1 butir telur; 50 ml susu almond; 20 gr yoghurt; 1 sdt palm sugar (sy skip); 1 gr baking soda,"1
    



Campur oat dan susu almond, biarkan sampai oat lunak | 2
    



Setelah lunak tambahkan telur, yoghurt, baking soda, palm sugar, aduk rata. Sy skip palm sugar karena yoghurt sama susunya udah manis. | 3
    



Tuang dalam papercup, panggang suhu 160dercel sampai matang. Sesuaikan suhu oven masing-masing ya"
Green Salad with Yogurt and Honey Dressing (Healthy Recipes),https://cookpad.com/id/resep/14573010-green-salad-with-yogurt-and-honey-dressing-healthy-recipes,3 lembar romaine; 2 lembar lettuce head; 1/4 buah paprika merah; 1/4 buah paprika kuning; 35 gram edamame; 1/3 bawang bombay iris tipis; 2 lembar kol merah buang tengahnya; 2 butir telur (opsional); Salad dressing; 4 sdm yogurt lowfat; 2 sdmt madu; 1 sdt air perasan lemon,"1
    



Selagi menyiapkan salad, rebus telur selama kurang lebih 10-12 menit agar tidak terlalu over cooked. cuci bersih semua bahan, potong sayuran di potong cube atau kotak-kotak, pprika julienne atau memanjang, rebus edamame, bawang bombay dan kol merah iris tipis | 2
    



Campurkan semua bahan menjadi satu yaa. jika sudah buat dressing, campurkan bahan dressing salad menjdi satu aduk hingga rata | 3
    



Jika telur sudah matang, belah menjadi dua bagian, tuangkan dressing diatasnya, sald sehat siap untuk di nikmati 😉"
Opor ayam Tanpa Santan untuk diet,https://cookpad.com/id/resep/13968614-opor-ayam-tanpa-santan-untuk-diet,"200 gram Dada Ayam; 50 gram tempe (boleh pakai tahu); 1 sachet Sasa Bumbu Opor Ayam (Bumbunya saja, tanpa santan); 3 sdm Ellenka Fiber Cremé; Secukupnya Bawang goreng (Opsional); 600 ml air","1
    



Bersihkan Dada Ayam, hilangkan semua kulit dan lemak yang menempel di dagingnya | 2
    



Potong tempe sesuai selera lalu bersihkan | 3
    



Siapkan panci, lalu masukkan air 400 ml, Dada ayam, tempe, Sasa Bumbu Opor ayam (ingat santan nya jangan dipakai ya) ke dalam panci | 4
    



Larutkan Ellenka Fiber Cremé dalam 200 ml air lalu tuang ke dalam panci | 5
    



Selanjutnya aduk sesekali hingga rata kemudian masak hingga matang dan kuah mengental sesuai selera | 6
    



Angkat dan sajikan panas. Boleh tambahkan bawang goreng (bawangnya digoreng di minyak zaitun atau canola)"
Mie ayam jamur diet sehat - low fat,https://cookpad.com/id/resep/15367047-mie-ayam-jamur-diet-sehat-low-fat,"1 bungkus Mie telur (aku pakai mie urai); 100 gr dada ayam, iris kotak; 50 gr jamur (aku pakai jamur merang); 50 gr caisim (kalau suka bisa dibanyakin); 2 batang daun bawang, iris; 3 buah cabai rawit, iris tipis; 300 ml air; 1 sdm saus tiram; 1 sdt kecap ikan (bisa diganti kecap asin); 1 sdt kecap asin; secukupnya Lada; 1 sdt minyak wijen","1
    



Marinasi ayam dan jamur dengan saus tiram, kecap ikan, kecap asin, dan daun bawang. Ga perlu lama, cukup 5 menitan saja. | 2
    



Didihkan air, masukkan mie dan ayam yang sudah dimarinasi, tambahkan cabai iris. Tambahkan lada sesuai selera. Tunggu sampai mie matang dan air menyusut. | 3
    



Matikan kompor, tambahkan minyak wijen, aduk sebentar.
Tambahkan topping (daun bawang & irisan cabai) lalu sajikan."
Jus Sehat Bayam dan Pir,https://cookpad.com/id/resep/15847549-jus-sehat-bayam-dan-pir,3 buah pir; 1 genggam bayam,"1
    



Siapkan bayam dan potong buah pir. | 2
    



Proses menggunakan juicer, masukkan pir dan bayam bergantian. 
Hasil jus 600 ml. | 3
    



Tuang ke gelas saji.
Selamat menikmati jus sehat!"
Cah Bening Timun-Toge Simple Yummy,https://cookpad.com/id/resep/15478837-cah-bening-timun-toge-simple-yummy,"2 buah timun segar; 1 mangkuk toge; 4 siung bawang merah; 3 siung bawang putih; 1 buah tomat. Saya keabisan ganti 2 buah jeruk kunci; 1-2 cabe, saya 1 saja karena cabe besar; 1 SDT Garam halus; 1 SDM saos tiram; 1/2 SDM gula pasir","1
    



Tumis irisan bawang merah dan bawang putih dengan sedikit minyak sampai harum. Masukkan potongan cabe, aduk rata | 2
    



Beri air sekitar 1 gelas. Setelah air mendidih masukkan potongan timun. Lanjut sampai timun lembut, boleh tutup sebentar wajan | 3
    



Tambah garam halus, saos tiram, gula pasir. Masukkan juga potongan tomat, saya ganti perasan 2 buah jeruk kunci. Koreksi rasa | 4
    



Masukkan toge. Aduk sekali, matikan kompor. Jadi deh | 5
    



Sajikan di wadah sesuai selera. Simple, sehat dan yummy. Selamat mencoba"
Omelet Oatmeal tempe susu rendah lemak,https://cookpad.com/id/resep/1318440-omelet-oatmeal-tempe-susu-rendah-lemak,1 butir telur; 3 sdm oatmeal; 100 ml susu rendah lemak; 1 siung bawang merah; 1 siung bawang putih; 1 buah cabai merah; secukupnya merica; secukupnya garam; secukupnya tempe; Tambahan:; margarin; mayumi mayonase,"1
    



Kocong semua bahan kedalam satu wadah | 2
    



Panaskan wajan dan margarin secukupnya | 3
    



Tuang kocokan telur tadi ke wajan dan tutup | 4
    



Panggang dengan api kecil | 5
    



Balikan jika sudah setengah matang | 6
    



Siap dan sajikan dengan saos mayonase pedas"
Goji shake,https://cookpad.com/id/resep/13949317-goji-shake,4 sdm goji berries; 1 buah pisang; 100 gr strawberry; 300 ml susu almond dingin,"1
    



Siapkan bahannya. Buang kelopak daun strawberrynya, cuci bersih dan tiriskan. | 2
    



Masukkan semua bahan ke dalam blender. | 3
    



Blender hingga halus merata, lalu tuang ke dalam gelas saji. | 4
    



Goji shake siap di santap."
Garlic Zucchini Noodle,https://cookpad.com/id/resep/16850181-garlic-zucchini-noodle,600 g Zucchini; 30 g Bawang Putih; 4 g Chili Flakes; 10 g Kecap Asin; 8 g Saus Tiram; 60 g Butter; 50 g Parmesan Cheese; 20 g Daun Bawang; 20 g DC,"1
    



1. Potong zucchini menggunakan alat tertentu sehingga berbentuk seperti mi.
2. Cincang haluus bawang putih tumis dengan butter hingga harum.
3. Masukkan kecap asin, chili flakes, dan saus tiram. | 2
    



4. Masukkan zuchhini tumis hingga layu.
5. Masukkan DC.
6. Sajikan dengan taburan daun bawang dan parmesan."
Pinky Vanilla Outmeal,https://cookpad.com/id/resep/10104134-pinky-vanilla-outmeal,3 buah strawberry; 3 buah pisang; 4 sendok oatmeal; 1/2 gelas susu vanilla low fat; Secukupnya granola; Secukupnya yogurt,"1
    



Potong pisang dan strawberry masing-masing 2 buah kemudian masukkan ke dalam blender | 2
    



Tambahkan oatmeal dan susu vanilla (kalau suka yang creamy/lembek bisa masak oatmealnya dengan air atau susu). Blender hingga halus lalu siapkan dalam mangkuk. | 3
    



Iris-iris buah strawberry dan pisang yang tersisa dan taburkan diatas oatmeal. Bisa juga ditambahkan granola/kacang-kacangan serta yogurt sesuai selera. Yumm readyy to eaattt 🤤"
Oseng Daging Praktis,https://cookpad.com/id/resep/15750609-oseng-daging-praktis,"300 gr daging has, iris2; 2 sdm saus tiram; Secukupnya air; 4 btr bawang merah, cincang; 3 siung bawang putih, cincang; 1/2 bh bawang bombay; 1 sdm kecap manis/ kecap pedas; Secukupnya cabe hijau, iris","1
    



Rendam daging dengan campuran Saus Tiram+ kecap selama 15 menit. | 2
    



Tumis baput, bamer
hingga harum. | 3
    



Masukkan daging dengan bumbunya. (sy ga tambah garam ya, sdh cukup asin, manis dr bumbu) Tambahkan sedikit air Masak dengan api besar hingga daging empuk. | 4
    



Tambahkan irisan cabe,bawang bombay masak lagi hingga cabe, bombay sedikit layu dan bumbu mengental | 5
    



Siap saji"
Alpukat Susu Vanila,https://cookpad.com/id/resep/10685613-alpukat-susu-vanila,1/2 kg Alpukat Mentega; 1 kotak Susu UHT rasa French Vanilla; 1 sachet Susu Kental Manis,"1
    



Siapkan bahan yg masih dalam keadaan dingin/baru dikeluarkan dari kulkas | 2
    



Keluarkan daging alpukat, lalu hancurkan dengan sendok. | 3
    



Tuang Susu Vanila. Sesuaikan dengan keenceran yang diinginkan. | 4
    



Tambahkan susu kental manis. Banyaknya menyesuaikan dengan rasa manis yang diinginkan. Bila ingin lebih manis, bisa ditambah. | 5
    



Aduk sampai tercampur rata. Sajikan."
185) Kolak Labu Kuning,https://cookpad.com/id/resep/12412592-185-kolak-labu-kuning,Bahan-bahan :; 250 gr labu kuning; 700 ml air / secukupnya; 100 gr gula merah; 75 gr gula pasir / sesuai selera; 2 lb daun pandan; 120 ml santan kara; Sejumput garam,"1
    



Kupas, potong2 labu sesuai selera lalu cuci hingga bersih. | 2
    



Tuang air dalam panci, masukkan gula merah, daun pandan dan labu masak sampai setengah matang. | 3
    



Masukkan santan, gula pasir dan garam (saya gak pakai gula pasir lagi karena saya gak suka manis-manis 😁). Masak sampai labu matang. Enak dimakan hangat ataupun dingin 👍😋😋."
Sup Campur Jamur,https://cookpad.com/id/resep/9338813-sup-campur-jamur,Jamur (Bebas sesuai selera); 3 Wortel; 5 Buncis; 1 Kentang besar; 1 Tomat; 1 Seledri; 1 Daun Bawang; 3-4 Siung Bawang putih; 1 Jari kayu manis; 5-7 Cengkeh; 700 ml Air; 1/2 Jahe; Sejumput garam himalaya,"1
    



Cuci lalu potong - potong sayuran. | 2
    



Didihkan air, lalu masukkan wortel, bawang putih, jahe, cengkeh, kayu manis. Setelah itu masukkan kentang. | 3
    



Setelah hampir matang masukkan daun bawang, tomat, jamur, seledri, garam. Aduk lagi koreksi rasa, aduk sampai matang dan siap disajikan. Sup yang kaya serat, makan sayurannya dan minum air supnya 🍜 #Berburucelemekemas #Resolusi2019 #Pekan 24"
White Mayo,https://cookpad.com/id/resep/1565705-white-mayo,2 butir putih telur; 2 sdm gula pasir; 1 sdm SKM putih; 1 sdm air jeruk nipis; 1/2 sdt garam; 280 ml minyak sayur; 1 sdm minyak zaitun,"1
    



Campur minyak sayur dan minyak zaitun, aduk dan tuang ke dlm botol kecap kecil. | 2
    



Mixer putih telur, garam, SKM dan gula. Mix hingga gula larut dan rata. | 3
    



Tuang campuran minyak sedikit demi sedikit hingga minyak habis. | 4
    



Lalu masukan air jeruk nipis, mixer hingga rata. Matikan mixer. | 5
    



Saos mayo siap di gunakan. Dan simpan dlm wadah, masukan ke dlm lemari es. | 6
    



Catatan : Insya Allah bisa bertahan hingga 1 minggu dlm lemari es. Tp baiknya lngsng di gunakan dan lngsng habis spy tdk menjadi beku mayonya. ** jika di rasa kurang manis bisa di tambahkan lagi gulanya lalu mixer lagi hingga gula larut."
Es Lilin Kacang Hijau,https://cookpad.com/id/resep/15457620-es-lilin-kacang-hijau,125 gr kacang hijau; 12.5 sdm gula pasir; 1 ruas jahe ± 4 cm; 1 lembar daun pandan; 1 bungkus santan instan 65 ml; 1 sdt pasta pandan; sejumput garam; 750 ml air » rebusan pertama; 750 ml air » blender dan rebusan kedua,"1
    



Cuci bersih kacang hijau, rendam minimal 2 jam. Cuci kembali hingga bersih, tiriskan | 2
    



Rebus kacang hijau dengan metode 5.30.7 dengan 750 ml air. Caranya seperti ini :
• Didihkan air, rebus selama 5 menit. Tutup panci, matikan api
• Diamkan selama 30 menit (dengan posisi panci masih tertutup)
• Rebus lagi selama 7 menit. Matikan api, biarkan hingga hangat | 3
    



Blender kacang hijau dan 750 ml air hingga halus. Masukkan kedalam panci | 4
    



Tambahkan gula pasir, jahe, daun pandan dan pasta pandan. Masak hingga mendidih (menggunakan api sedang cenderung kecil). Tes rasa | 5
    



Masukkan santan, aduk kembali hingga tercampur rata dan mendidih. Matikan api, biarkan hingga dingin | 6
    



Setelah benar-benar dingin, masukkan kedalam plastik es lilin. Lakukan hingga selesai, simpan dalam freezer hingga membeku | 7
    



Sajikan 💜 | 8
    



Note :
Untuk pastanya bisa di ganti pasta apa saja ya. Tanpa pasta juga gak masalah"
Acar Nanas Timun Wortel,https://cookpad.com/id/resep/15046542-acar-nanas-timun-wortel,"1/2 buah nanas madu, potong dadu; 3 buah timun ukuran sedang, buang bijinya, lalu potong dadu; 2 buah wortel ukuran sedang, potong dadu; 2 buah jeruk nipis ukuran sedang, ambil air saja; 20 siung bawang merah, potong-potong; 20 buah cabe rawit; Bahan Air Rendaman Acar:; 350 ml air matang; 70 gr gula pasir (sesuai selera); 1/4 sdt garam","1
    



Siapkan bahan yang akan digunakan | 2
    



Campurkan gula dan garam pada air matang. Aduk -aduk hingga gula dan garam larut. Sisihkan | 3
    



Campurkan semua buah nanas, timun, wortel, bawang merah, cabe rawit di dalam baskom/mangkok. | 4
    



Kemudian masukkan air gula dan garam yang telah dilarutkan tadi, aduk rata. Lalu tambahkan air jeruk nipis. Aduk rata kembali. Koreksi rasa. | 5
    



Jika sudah pas, pindahkan acar ke dalam toples kaca atau wadah tertutup. Lalu simpan di dalam kulkas minimal 4 jam (me. semalaman). Lebih nikmat disajikan saat dingin. Selamat mencoba 😊"
Omelet Bayam,https://cookpad.com/id/resep/14207235-omelet-bayam,"2 ikat bayam, ambil daunnya saja; 3 butir telur; Untuk bumbu olahan bayam; 1/2 bawang bombay; 1/2 buah tomat potong dadu; 2 cabai keriting atau rawit merah, potong halus; 1 sdm minyak zaitun; 1/2 sdt lada bubuk; 1/4 sdt garam; Untuk bumbu telur; 1/2 sdt garam; 1/2 sdt lada; 1 sdt kaldu jamur; 1 sdm minyak zaitun; 1 sdm mentega","1
    



Tumis bawang bombay dengan minyak zaitun, kemudian masukan bayam, garam, lada. Aduk sampai bayam layu. Sisihkan. | 2
    



Kocok telur dengan lada, garam, kaldu bubuk. | 3
    



Panaskan teflon dengan minyak zaitun dan mentega, dadar telur dengan api yang sangat kecil, boleh ditutp teflonnya agar permukaannya cepat matang.Kalau permukaannya sdh mulai matang. Taruh bayam di separuh dadar telur. Lipat. Panaskan sebentar. Angkat dan sajikan."
