Judul,URL,Bahan,Langkah
Roti tawar havermout (oat),https://cookpad.com/id/resep/12810360-roti-tawar-havermout-oat,250 gr air; 52 gr margarin (forvita); 4 sdm gula pasir; 4 sdm susu bubuk (dancow); 1/4 sdt garam; 405 gr tepung terigu (cakra kembar); 85 gr havermout (oat); 1/2 bungkus ragi,"1
    



Masukan bahan cair terlebih dahulu,lalu baru bahan kering pas paling atas buat lubang di tengah masukan raginya ya | 2
    



Havermout masukin nya pas di pertengahan mengadon ya bertahap aja | 3
    



Setelah berhenti mengadon kita diamkan biar di fermentasi dulu,aku di situ fermentasi -+ 1 jam an,setelah itu baru oles kuning telor dan panggang ya | 4
    



Manggang nya juga 1 jam an kalau aku pake bread maker ya,lebih cepet pake oven paling 20 menit. | 5
    



Setelah matang angkat keluarkan dari loyang dan dinginkan dulu ya,hbs udah adem baru boleh potong sesuai selera, aku potong jadi 10 karena mau agak tebel,kalau agak tipis bisa jadi 12 ya | 6
    



Roti tawar pake havermout ini enak banget di makan nya ada teksturnya kaya roti gandum ya,asalkan si havermout nya itu masukin nya di pertengahan ngadon ya jadi dia gak kena air,.kalau masukin pas pertama ngadon itu nanti jadi ikut lembek havermout nya,oo iya bagi yang mau panggang pake oven itu habis fermentasinya kempiskan dulu ya baru di timbang,atau di bentuk sesuai selera,lalu diamkan lagi -+45 menit atau sampai ukuranya 2 kali lipat,baru kita oles dengan susu cair/kutel,suhu 180 ya ovenya."
"Soto Ayam Sehat (no MSG, no Minyak)",https://cookpad.com/id/resep/14497324-soto-ayam-sehat-no-msg-no-minyak,1/2 ekor Ayam kampung /ORGANIK; Sereh 1-2 batang Di geprek; Jahe sejempol Di geprek; 1 1/2 sdt Bawang putih bubuk; 1/2 sdt Lada putih; 1/2 sdt Lada hitam; seujung sendok Pala; 1/2 sdt Ketumbar bubuk; 1 sdt Kunyit bubuk; Daun jeruk 5-6 lembar (Di sobek); 1-2 lembar Daun Salam; LENGKOAS 1-2 iris Di geprek; secukupnya Garam Himalaya,"1
    



Caranya 
Siapkan panci, masukan Ayam, air dan seluruh bumbu ke dalam panci 
Masak hingga ayam Matang. Mati kan kompor lalu kasih garam Himalaya | 2 | 3 | 4
    



Untuk SAMBAL
Rebus bawang merah, bawang putih, cabe. Lalu blender dan kasih Himalaya salt.
Pelengkap
1. KOL di rebus 
3. Toge di seduh dengan air panas
4. Jeruk nipis
5. bihun dr beras coklat Di seduh air panas 
6. Bawang goreng (Goreng dengan MINYAK kelapa)
7. Telor ayam kampung rebus
8. Daun bawang | 5
    



Masak nya simple tanpa Di tumis dan tanpa MSG tapi rasa tetep endul dan Sehat karna rempah rempah yg baik untuk Tubuh.
Cocok di suasana dingin kaya sekarang Ini...
By @sulistyowati_05 | 6"
Ayam Cabe Garam Sehat,https://cookpad.com/id/resep/23854073-ayam-cabe-garam-sehat,"1 buah dada ayam fillet (buang kulit), potong2 sedang; 3 gulung kembang tahu kering, rendam air (ada yg jenis lembaran, bebas mau yg mana); 6-8 siung bawang putih, potong halus (cincang kasar); 3 cabe merah/hijau (bebas) buang biji (klo suka pedas tdk perlu buang); potong kecil2 cabenya; 1 batang daun bawang iris halus; 1/2 sdt minyak kelapa (Barco) utk menumis ayam; 1/2 sdt minyak kelapa (Barco) utk menumis bawang putih dan cabe; Bumbu; secukupnya Lada; secukupnya garam; Secukupnya kaldu jamur (boleh skip) atau ganti dgn kaldu bubuk","1
    



Dada ayam dipotong ukuran sedang. 
Kembang tahu di rendam air hingga lunak, potong2, tiriskan | 2
    



Bawang putih cincang kasar dan cabe dipotong2, jika suka pedas tidak perlu buang bijinya. | 3
    



Siapkan wajan dan semprot 2x dengan minyak kelapa (saya pakai semprotan minyak beli di Syopi/toped), masukkan ayam, hingga berubah warna dan mulai matang. | 4
    



Angkat dan sisihkan ayamnya | 5
    



Panaskan minyak (2x semprot), tumis bawang putih dan cabe hingga harum dan berubah warna.
Masukkan ayamnya, (akan ada sedikit air dr ayam, tidak masalah), aduk rata | 6
    



Masukkan kembang tahu yg sudah mengembang dan sudah ditiriskan airnya.
Aduk rata | 7
    



Masukkan semua bumbu: garam, lada, kaldu jamur, terakhir masukkan irisan daun bawang. 
Aduk lagi hingga air menyusut sempurna, koreksi rasa.
Angkat dan hidangkan di piring saji"
32. Seblak Tanpa Minyak,https://cookpad.com/id/resep/14139473-32-seblak-tanpa-minyak,10 pentol; 2 sosis; 1/4 kg ayam; 5-8 tomat; 3 cabai rawit; 3 sdm saos hot lava; 3 mie burung dara; 1 bks keju chedae craft; 1 sdm gula; 1/2 sdm garam; 1 bks royco,"1
    



Siapkan bumbunya san blender | 2
    



Kemudian cuci ayam dan potong dadu kemduan rebus,, air rebusan jangan dibuang | 3
    



Setelah itu rebus mie | 4
    



Masukkan bahannya dsn bumbu, matikan kompor, dan aduk hingga rata, setelah rata tambahkan gula garam royco | 5
    



Beri topping keju atau yg lain, siap disajikan ♥️"
Sop Sapi Sehat Tanpa Minyak,https://cookpad.com/id/resep/15785048-sop-sapi-sehat-tanpa-minyak,700 gr daging sapi; 2 bh kentang; 1 bh wortel; 250 gr kol; 4 batang daun bawang; 1 batang seledri; 1200 ml.air; 1 sdt kaldu sapi; 1 sdt Gula pasir; 1/4 sdtLada halus; 1 sdt Garam,"1
    



Rebus daging dengan metode 5.30.7. Potong bahan lainnya | 2
    



Didihkan rebusan daging lalu masukan kaldu sapi kemudian masukan kentang,wortel masak setengah matang masukan kol | 3
    



Masukan bumbu2, masak sampai matang, tes rasa tambahkan daun bawang seledri, sajikan selagi panas lebih nikmat"
Roti Gandum Sehat,https://cookpad.com/id/resep/11372653-roti-gandum-sehat,Roti gandum; Keju; 2 buah pisang potong kecil2; SKM putih; Madu; Blue band,"1
    



Olesi roti dengan blue band. Tata isian sesuai selera. Bisa pisang keju, pisang aja atau keju aja. Beri SKM atau madu. Klo saya salah satu aja sebagai pemanis sesuai selera. Setelah itu, lipat roti gandum dan tekan2. Bisa juga pake 2 roti. | 2
    



Panaskan blue band di teflon secukupnya. Masukkan roti dan olesi blue band di bagian atas roti. Setelah 1 sisi terpanggang, balik ke sisi lainnya. Angkat dan siap disajikan. Bisa juga disajikan dengan tambahan parutan keju. Praktis, sehat dan enak.."
Rolled oat cookies,https://cookpad.com/id/resep/14214593-rolled-oat-cookies,100 gr butter; 100 gr margarin; 25 gr coklat bubuk; 50 gr coklat chip; 125 gr tepung singkong (ladang lima); 2 sdm maizena; 65 gr cocoa sugar; 150 gr rolled oat (haluskan); 1 sdt baking powder,"1
    



Kocok butter, margarin, gula selama 2 menit | 2
    



Campurkan dengan oat, maizena coklat dan terigu | 3
    



Bentuk sesuka hati 🥰 | 4
    



Oven 130°c selama 60 menit"
Resep kilat 15 menit semur ati bumbu kuning nutrisi tinggi,https://cookpad.com/id/resep/15289422-resep-kilat-15-menit-semur-ati-bumbu-kuning-nutrisi-tinggi,"1/2 kg ati ayam ampela; 2 sdm gula semut; 1 sdm garam; 1 sdm bumbu kuning


Food prep masak kilat 3 macam bumbu dasar baceman bawang; jeruk; daun salam, sereh; 1 sdm air lemon; 5 cm lengkuas muda parut; 1 sdm ketimbar","1
    



Potong2 hati dan rendam dengan air lemon 5 menit agar pahitnya hilang | 2
    



Siapkan wajan,gunakan bumbu kuning 1 sdm, tumis hingga wangi, masukkan hati.tambahkan daun salam, sere, garam dan brown sugar. | 3
    



Tambah air 100 ml tunggu sampai air habis. hidangkan"
Oat bar simple enak dan rendah kalori,https://cookpad.com/id/resep/14708819-oat-bar-simple-enak-dan-rendah-kalori,70 gram oatmeal merah; 15 gram coklat bubuk (me : Van Houten); 4 bks gula diabetasol (0 kalori); 1 bks milo sachet; 3-4 biji kurma; 3 biji almond baked; 50 ml air masak,"1
    



Sangrai oatmeal sampai berubah warna agak kecoklatan agar crispy | 2
    



Campuran milo bubuk dan coklat bubuk dengan oatmeal yg sudah disangrai (tdk perlu dimasak) | 3
    



Potong cincang kasar kurma dan kacang almond | 4
    



Campurkan cingcangan kurma dan almond kedalam adonan oatmeal | 5
    



Tambahkan air sedikit demi sedikit sampai tekstur adonan bisa dibentuk | 6
    



Ambil sesendok adonan dan bentuk seperti cookies | 7
    



Setelah jadi semua masukan dalam wadah tertutup dan masukan dalam freezer selama 4 jam, enak dimakan dalam keadaan dingin"
Oatmeal Cookies,https://cookpad.com/id/resep/13586409-oatmeal-cookies,2 pisang; 100 gr oatmeal; 8 pcs lotus biscoff biscuit; 60 gr lotus biscoff crunchy spread,"1
    



Haluskan pisang. | 2
    



Hancurkan 5 biskuit lotus biscoff (tidak terlalu halus) | 3
    



Campurkan pisang yg sudah dihaluskan, oatmeal, biscuit lotus biscoff. Aduk hingga rata. | 4
    



Bentuk adonan menjadi bulat, lalu pipihkan. Isi dengan lotus biscoff crunchy spread. Tutup dengan adonan diatasnya. Berikan topping biskuit lotus biscoff utuh atau setengah keping. | 5
    



Masukkan ke dalam freezer selama 15 menit. | 6
    



Panggang dalam oven dengan suhu 250 derajat Celcius selama 15 menit. Sajikan."
Gado gado simple (Sehat Anak Kos),https://cookpad.com/id/resep/16981888-gado-gado-simple-sehat-anak-kos,Toge secukupnya (sprouts); Kol secukupnya (cabbage); Timun ukuran kecil 1 buah (Small cucumber); Kacang panjang 3 batang (long beans); 2 buah tahu (Tofu); 1 Telur rebus (boiled egg); 1 buah Perkedel (Potato Fritters); 1 buah jeruk sambal (citrus amblycarpa); Bumbu; Bumbu pecel instan (Instant peanut saucel); Air hangat (Heat water),"1
    



Cuci bersih semua bahan, lalu potong kecil kecil (Wash all the ingredients, then cut into small pieces) | 2
    



Didihkan air, rebus satu persatu (boil one by one) :
1. Kacang panjang (long beans)
2. Kol (cabbage)
3. Toge (sprouts)
Lalu angkat, tata di piring (then lift them, put them on a plate) | 3
    



Potong kecil timun, letakkan di piring (cut into small pieces the cucumber, put it on the plate) | 4
    



Untuk perkedel, telur rebus dan tahu, aku beli di warteg hehe biar lebih hemat waktu dan uang tapi tetap bisa makan sehat dan enak (For the potato fritters, boiled eggs and tofu, I buy them at warteg hehe so that I can save more time and money but can still eat healthy and delicious) | 5
    



Potong kecil kecil perkedel, tahu, dan telur rebus,dan letakkan dipiring (cut into small pieces for the potato fritter, boiled egg, and tofu, put them on the plate) | 6
    



Siapkan bumbu pecel/kacang instan, tambah sedikit demi sedikit air hangat, sampai larut, tidak terlalu cair atau kental (Prepare the instant pecel/peanut sauce, add warm water, until dissolved, not too runny or thick) | 7
    



Letakkan di tengah piring atau bisa langsung di campur, lalu beri sedikit perasaan jeruk sambal (Put it in the middle of the plate or you can mix it right away, then give it a little juice of the citrus amblycarpa) | 8
    



Selamat menikmati (bon appétit)"
Oat Bread,https://cookpad.com/id/resep/16054985-oat-bread,200 gr tepung pro tinggi; 180 gr whole wheat flour; 1 sdt ragi; 30 gr oat; 1 sdt wijen putih; 1 sdt wijen hitam; 1 sdt chia seed; 20 gr walnutt; 240 gr susu; 3 sdm madu; 4 sdm butter,"1
    



Masukan semua bahan kecuali butter. | 2
    



Aduk hingga semua bahan menyatu | 3
    



Setelah semua adonan tercampur, masukan butter. Aduk hingga kalis | 4
    



Proofing 15 menit. Keluarkan, gilas lalu masukan kedalam loyang loaf 25x10x7 | 5
    



Diamkan 1jam atau hingga mengembang. Oles atas permukaan dgn merah telor, tabur atasnya rolled oat, dan wijen. | 6
    



Panggang 25 menit hingga roti matang api 170⁰ api atas bawah."
813. Bound Salad Chia Seed dengan Ayam Bumbu Sambal Goreng,https://cookpad.com/id/resep/24079818-813-bound-salad-chia-seed-dengan-ayam-bumbu-sambal-goreng,"200 gr Selada Keriting; 1 buah Selada Bokor; 1/2 buah Kol Ungu; 1 buah Wortel; 2 sdm Wijen Sangrai; 1 butir Telor rebus; 2 sdm Mayonaise; 1 sdm Cream Cheese; 1/2 sdt Cabe bubuk; 1 sdt Chia Seed; 1 potong Ayam bumbu


574. Bali Tahu Telor Puyuh Bumbu Instan Mahmudah BMM","1
    



🥗 Cuci bersih semua sayuran dengan air matang, iris, bagi menjadi 2 porsi
🥗 Satu porsi pada wadah tertutup simpan didalam lemari pendingin, satu porsi untuk disegera disajikan | 2
    



🥗 Campur semua irisan sayur dengan saos, bumbu bubuk, dan telor, beri taburan chia seed | 3
    



🥗 Tambahkan ayam bumbu sambal goreng/bumbu bali sebagai pelengkap"
Simple healthy Capcay !,https://cookpad.com/id/resep/15282002-simple-healthy-capcay,250 gr brokoli; 200 gr kembang kol; 200 gr wortel; 200 gr filet ayam (saya pake paha +lemaknya); 5 butir bakso kecil (optional); Irisan sosis (optional); 1 buah tomat; Bumbu - bumbu; 8 siung bawang putih (haluskan / cincang halus); 4 siung bawang merah (iris tipis); Secukupnya Daun bawang; Garam dan gula; Totole / penyedap; Saus tiram; Kecap inggris; Minyak wijen,"1
    



Potong sayuran, wortel, brokoli dan kembang kol, lalu rendam dulu dengan air garam supaya bersih dan tidak ada cacing"" nya | 2
    



Rebus sayuran kurang lebih 5 - 8 menit dr air mendidih, supaya empuk. 
Setelah empuk saring dan sisihkan. | 3
    



Potong"" ayam, bakso, sosis, sesuai selera. 
Siapkan irisan bumbu, bw.putih dan merah | 4
    



Dalam wajan, masukan minyak secukupnya, tumis bawang""an sampai harum, masukan ayam, bakso dan sosis, masak sampai kelihatan stengah matang | 5
    



Masukan sayuran yg sudah direbus, aduk"" merata. 
Tambah irisan tomat dan daun bawang
Masukan bumbu"", garam, gula, penyedap, saus tiram, kecap inggris dan minyak wijen.
Koreksi rasa..
Siap disajikan !!"
Palm Suiker Oat Cake,https://cookpad.com/id/resep/16300130-palm-suiker-oat-cake,4 butir telur; 1/2 cup gula pasir; 1/2 cup minyak sayur; 1 cup Fanta; 1/2 cup gula aren; 2 cup tepung oat; 1 cup terigu Kunci Biru; 2 sdt baking powder Koepoe2; 1 sdt cinnamon bubuk; 1/4 sdt garam; Kacang tanah panggang bubuk untuk toping,"1
    



Siapkan semua bahan. Aduk rata menggunakan whisk semua bahan kering, kecuali gula pasir. Olesi loyang dengan carlo, sisihkan. | 2
    



Kocok telur dan gula pasir hingga putih mengental dan berjejak. Dengan mixer menggunakan kecepatan paling tinggi, kurleb 10 menit. Naikkan kecepatannya secara bertahap yaa. | 3
    



Tambahkan minyak, fanta, bahan kering secara bertahap dan campur hingga rata menggunakan kecepatan paling rendah. Sebelum dituangkan ke loyang aduk balik menggunakan spatula besar untuk memastikan semua bahan telah tercampur dan tidak ada minyak/terigu di dasar mixing bowl. | 4
    



Tuangkan adonan ke dalam loyang, hentakkan beberapa kali agar udara yang terperangkap keluar. Beri toping kacang tanah panggang. Panaskan oven selama 10 menit suhu 180C, lalu panggang di ⅓ bawah oven selama 1 jam. Lakukan tes tusuk, jika lidi kembali bersih cake telah matang."
Minuman Oat Hangat,https://cookpad.com/id/resep/17100659-minuman-oat-hangat,40 gr Oat Choco; 22 gr coklat bubuk milo; 30 gr SKM putih; 250 gr air panas,"1
    



Siapkan bahan yang akan digunakan | 2
    



Masukkan Oat choco kedalam gelas, tambahkan Milo coklat dan SKM putih | 3
    



Kucurkan air panas, aduk hingga rata | 4
    



Sajikan selagi hangat...."
Banana Oatmeal Soft Cookies,https://cookpad.com/id/resep/15554392-banana-oatmeal-soft-cookies,3 buah Pisang Kepok dihancurkan; 35 gr Oatmeal Instan; 1 sdm SKM; 1 buah Telur; 1 sdm Mentega; 1 sdm Tepung Maizena; 1 sdm Gula Halus dan 1 sachet sweetener,"1
    



Setelah pisang dihancurkan, masukkan semua bahan-bahan yang ada. Aduk hingga merata. | 2
    



Tambahkan topping coklat, atau meses, atau kismis sesuai selera. | 3
    



Letakkan di atas loyang, yang sy alasi dengan kertas roti. Tambahkan parutan coklat batang | 4
    



Oven selama 20 menit. Potong2 dan sajikan."
Sup udang simpel for batita tanpa minyak,https://cookpad.com/id/resep/15863517-sup-udang-simpel-for-batita-tanpa-minyak,5 ekor udang; 150 ml kaldu udang (resep sdh prnh buat); Secukupnya garam; 1 batang wortel uk kecil.potong2; 1 lembar kol iris2,"1
    



Rebus air kaldu sampe mendidih | 2
    



Masukan wortel tunggu kurleb 2-3menitan | 3
    



Lanjut masukan udang.garam.tes rasa
Terakhir masukan kol.aduk hingga rata
Matikan kompor | 4
    



Jadii deehhh🤤🤤😉🤗🤭"
Sweet banana overnight oat,https://cookpad.com/id/resep/13339780-sweet-banana-overnight-oat,"4 sdm oatmeal instan; 225 ml susu low fat; 1 sdm gula jawa, cairkan dengan sedikit air; 1/2 buah pisang; 1/8 sdt kayu manis bubuk; Taburan ::; 1/8 sdt gula palem; 1/8 sdt kayu manis bubuk; 1/2 buah pisang iris","1
    



Campur oatmeal dan susu dalam jar, biarkan semalaman di kulkas. | 2
    



Saat pagi, campur overnight oat dengan bubuk kayu manis, air gula merah dan irisan pisang. | 3
    



Sajikan segera dengan taburan gula palem, kayu manis bubuk, dan irisan pisang."
Cookies cinnamon oatmeal,https://cookpad.com/id/resep/16414810-cookies-cinnamon-oatmeal,100 gr Tepung terigu protein sedang; 60 gr Tepung maizena; 80 gr Gula aren; 120 gr Mentega (bukan butter); 1/4 sdt Kayumanis bubuk / cinnamon powder; 1/4 sdt Garam; 50 gr Rolled oat,"1
    



Siapkan bahan-bahan yg diperlukan | 2
    



Lelehkan mentega, tapi jangan sampai mendidih supaya cookiesnya tetap wangi (kalau mentega sudah asin, jangan tambahkan garam) | 3
    



Potong kasar gula aren, lalu masukan kedalam bowl mixer | 4
    



Masukan mentega cair ke dalam bowl bersama gula aren, lalu aduk sampai rata dan warnanya hitam mengkilap
(Warna bisa berbeda tergantung gula yang dipakai, saya reccomend gula aren yg keras tapi agak lunak 👍) | 5
    



Masukan bahan kering kecuali oats, lalu aduk sampai rata. (Setelah terigu yang masih putih sudah hilang, langsung berhenti mengaduk)
Kalau adonan terasa terlalu asin atau manis, boleh ditambahkan garam atau gula pasir seuai selera. | 6
    



Masukan oats, lalu aduk sampai merata | 7
    



Siapkan loyang yg sudah dialasi baking paper, lalu cetak adonan ke atas loyang
Saya menggunakan sendok takar 1/4 sdt plastik untuk menyendok adonan.
(adonan tidak akan berubah bentuk saat dipanggang, jadi sebaiknya dibentuk pipih) | 8
    



Panaskan oven dengan temp 180 c, api atas & bawah + kipas selama 5 menit | 9
    



Panggang cookies selama 15 menit dengan setting yg sama | 10
    



Setelah selesai, keluarkan cookies dari oven untuk didinginkan, lalu cookies bisa disajikan :)"
Menu sarapan sehat,https://cookpad.com/id/resep/23868074-menu-sarapan-sehat,2 butir Telur; 1 buah Timun; 5 Cabe rawit hijau; 1 cabe merah keriting; 1 buah tomat; 1/2 sdt Terasi; secukupnya Gula garam; 3 butir bawang merah,"1
    



Kocok telur dan dadar | 2
    



Ulek cabe,bawang dan terasi | 3
    



Tambahkan gula garam dan tomat | 4
    



Iris ketimun | 5
    



Sajikan dengan nasi"
Oatmeal Alpukat,https://cookpad.com/id/resep/15573347-oatmeal-alpukat,"2 buah alpukat uk.sedang; 180 ml susu rendah lemak; 4 sdm quaker oat; 1 sachet gula diabetasol; Bahan topping:; Secukupnya alpukat, potong2; Secukupnya oat; Secukupnya almond slice","1
    



Kerok alpukat lalu masukkan ke dalam blender. Tambahkan susu, oat dan gula diabetasol. | 2
    



Blender hingga rata. Tuang ke dalam gelas, beri topping sesuai selera. Yummii...😋"
Green Bean Oatmeal Cookies,https://cookpad.com/id/resep/13627604-green-bean-oatmeal-cookies,180 gram kacang hijau matang; 150 gram oatmeal; secukupnya Raisin; 1/2 sdt vanili bubuk; 100 ml susu cair; 1 sdm margarin; 1/2 sdm garam,"1
    



Rebus kacang hijau sampai matang, lalu halusnya dengan blender | 2
    



Campurkan semua bahan | 3
    



Siapkan loyang yg sudah di beri olesan margarin, lalu pipihkan adonan | 4
    



Panaskan oven, dan masukkan kedalam oven selama 35mnt menggunakan api atas bawah. | 5
    



Dan selesai. Tambahkan topin sesuka anda"
Rolled Oat Cookies (Gluten Free),https://cookpad.com/id/resep/16613637-rolled-oat-cookies-gluten-free,115 gr butter mix margarin; 100 gr rolled oat; 75 gr tepung beras; 50 gr tapioka; 25 gr maizena; 50 gr palm sugar; 30 gr gula pasir; 1 btr telur utuh; 10 gr susu bubuk; 50 gr chocochip; 1 gr garam; 1 gr baking powder; Taburan; 20 gr chocochip (boleh diskip),"1
    



Mixing butter mix margarin dan gula hingga mengembang. | 2
    



Masukkan telur, mixing lagi sebentar asal tercampur saja. Masukkan bahan kering kecuali oat dan chocochip sekaligus diayak. Aduk dengan spatula. | 3
    



Tambahkan oat dan chocochip, aduk dengan spatula hingga tercampur rata. | 4
    



Cetak dengan sendok, letakkan di atas loyang yang sudah diberi alas baking paper. Beri chocochip sesuai selera, tekan sedikit dengan garpu. | 5
    



Panggang dengan suhu 140-150° C hingga kering dan berwarna kecoklatan. Angkat dan letakkan di cooling tray. Rolled Oat Cookies siap dicicipi🍪🍪😋"
Bolu Bayam Kukus ~ cemilan bergizi untuk anak GTM,https://cookpad.com/id/resep/15426275-bolu-bayam-kukus-cemilan-bergizi-untuk-anak-gtm,Pure Bayam:; 50 g daun bayam segar; 80 ml minyak goreng bersih; 1 sdt vanilla cair; Bahan Basah:; 2 butir telur (suhu ruang); 6 sdm gula halus (boleh diganti gula pasir); Bahan Kering:; 6 sdm tepung terigu; 1 sdm tepung maizena; 1 sdm susu bubuk; 1/4 sdt garam,"1
    



Siapkan semua bahannya terlebih dahulu. Sesudah itu, Panaskan dandang yang digunakan untuk mengukus. Gunakan api sedang. Beri kain pada penutupnya. | 2
    



Kita mulai membuat bolunya. Blender semua bahan untuk Pure Bayam (kecuali vanilla cair) sampai halus. Sisihkan! | 3
    



Mixer semua Bahan Basah dengan kecepatan tinggi sampai putih kental.
Campurkan semua Bahan Kering.
Masukkan bahan Kering ke Bahan Basah yang sudah dimixer tadi sambil diayak. Mixer kembali dengan kecepatan paling rendah asal rata. Kemudian matikan mixer. | 4
    



Masukkan Pure Bayam dan vanilla cair. Aduk balik menggunakan spatula sampai tercampur rata.
Siapkan cetakan yang sudah diolesi margarin+dilapisi tepung terigu. Tuang adonan ke dalam cetakan, kemudian hentak-hentakkan supaya udara yang ada di dalam adonan keluar. | 5
    



Sesudah dandang beruap, kukus bolu selama 20 menit.
Sesudah 20 menit, tes tusuk. Jika sudah tidak ada yang menempel, angkat dan keluarkan bolu dari cetakan.
Tunggu agak dingin bisa dipotong. Teksturnya lembut walaupun tanpa pengembang 😍 | 6
    



Ini bikin yang pertama nyoba tanpa mixer pake balon whisk. Pegel juga mam 😄 | 7
    



Bikin yang kedua pakai mixer lebih cantik 🥰😍"
Home made healthy ice cream,https://cookpad.com/id/resep/13379578-home-made-healthy-ice-cream,10 buah stroberi; 15 lembar bayam; 8 buah kurma; 250 ml susu putih fullcream (saya pakai frisian flag),"1
    



Siapkan semua bahan | 2
    



Blender semua bahan jadi satu, tidak perlu tambah gula karena kurmanya sudah manis, jangan lupa buang biji kurmanya ya | 3
    



Jika sudah diblender,tempatkan pada ice cream container, masukkan dalam freezer minimal 2 jam, jika sudah mengeras, es krim siap dinikmati"
Kastengel Havermut (oatmeal cheese cookies),https://cookpad.com/id/resep/15499095-kastengel-havermut-oatmeal-cheese-cookies,"250 gr oatmeal instan; 50 gr tepung terigu; 30 gr susu bubuk; 200 gr keju edam (boleh mix keju cheddar atau full keju cheddar), diparut; 200 gr butter, boleh mix margarin. (Me: 100 gr butter anchor + 100 gr blueband cake & cookies); 1 butir kuning telur; 2 sdm gula halus (optional); Bahan olesan & taburan:; 1 butir kuning telur + 1/2 sdt air es; Secukupnya keju parut","1
    



Siapkan bahan, keju diparut. | 2
    



Mixer butter/margarin dan telur sebentar saja dengan speed rendah. | 3
    



Masukkan terigu, oatmeal, susu bubuk, dan gula halus (kalau pakai). Mixer dengan speed rendah, asal tercampur rata saja. | 4
    



Tambahkan keju parut, aduk rata dengan spatula kayu/centong nasi. Panaskan oven 150 derajat Celcius, api atas bawah | 5
    



Bulat2kan adonan, pipihkan dengan garpu. Olesi permukaannya dengan kuning telur. Taburi dgn keju parut. Panggang selama 30 menit di suhu 150 derajat Celcius, kemudian turunkan suhu oven menjadi 125 derajat, panggang lagi selama 10 menit agar teksturnya crunchy.
(Sesuaikan suhunya dgn oven masing2 yaa… dicek trs, jangan sampai keju taburan & kukisnya terlalu gosong….entar pait🥺) | 6
    



Dinginkan di cooling rack. Simpan di toples atau tupperware/wadah kedap udara."
Tumis sawi touge sehat,https://cookpad.com/id/resep/14306016-tumis-sawi-touge-sehat,Sawi; Touge; Bawang putih; Cabai keriting; fillet Dads ayam; Garam; Saos tiram,"1
    



Tumis bawang putih dan cabai keriting. | 2
    



Masukkan dada ayam fillet. Tumis hingga setengah matang. | 3
    



Masukkan sawi dan touge. Tumis. Tambahkan garam dan saos tiram. Aduk. | 4
    



Tambahkan sedikit air sesuai selera. Tumis dan aduk lagi hingga matang. | 5
    



Tumis sawi touge sehat siap disajikan."
Healthy Banana JSR Cake,https://cookpad.com/id/resep/13050542-healthy-banana-jsr-cake,4 buah Pisang (5 buah kalo pisang ukuran kecil); 8 sdm Tepung ubi ungu/tepung beras hitam; 4 butir Telur; 1 sdt Vanili bubuk; 1/4 sdt Garam,"1
    



Haluskan pisang menggunakan garpu. | 2
    



Kocok telur sampai kembang dan putih. | 3
    



Masukkan pisang, tepung ubi ungu/beras hitam, vanili dan garam. Aduk rata. | 4
    



Masukkan adonan ke dalam loyang dan kukus sampai matang. Tunggu sampai benar-benar dingin cakenya baru dipotong, ibu saya tidak menggunakan margarin ato butter untuk olesan loyang, tapi cake tetap tidak melekat di dasar loyang ketika dipotong. Kalo khawatir akan melekat, boleh pakai daun pisang atau baking paper. Selamat mencoba."
"Jus asi booster lagi nih (kurma, oatmeal, almond)",https://cookpad.com/id/resep/16861221-jus-asi-booster-lagi-nih-kurma-oatmeal-almond,3 sdm Oatmeal; 3 buah Kurma; secukupnya Chia seed; Kacang almond; Madu; Susu uht,"1
    



Siapkan bahan-bahannya | 2
    



Potong kurma kecil², kemudian direbus sehingga menjadi lebih lunak sehingga mudah di blender | 3
    



Masuk bahan² tadi dan tambahkan air rebusan kurma kedalam blender | 4
    



Dan masukkan jus kedalam gelas cantik, tambahankan es batu biar seger hahaha dan siap disajikan 😊"
Ikan kuah kuning tanpa minyak tanpa MSG (menu diet),https://cookpad.com/id/resep/15422980-ikan-kuah-kuning-tanpa-minyak-tanpa-msg-menu-diet,"2 kemiri; Kunyit; Lengkoas; Salam; Sereh; Daun jeruk (biar amis nya hilang karena ikan tidak d goreng); >bahan penunjang; 3 ekor ikan (bebas ikan apa aja, saya pakai ikan mujair); 3 biji bawang merah; 2 biji bawang putih","1
    



Siapkan ikan dan bersihkan sisik nya. | 2
    



Ulek bawang merah, bawang putih, kemiri dan kunyit. | 3
    



Didihkan air lalu masukan bahan yg sudah di haluskan, beserta bahan penunjang lain nya. 
Beberapa menit kemudian msukan ikan kasih garam dan tes rasa... 
Siap dan sajikan."
Salad sayur sehat,https://cookpad.com/id/resep/10834341-salad-sayur-sehat,1 lembar kol ungu; 1/4 pepaya muda; 1 buah wortel; 1 batang sledri; 1/2 buah tomat; 1/4 bawang bombai; 1 siung bawang merah; 1 siung bawang putih; Sejumput cabai bubuk; Sejumput garam; 1/4 air lemon; 1/2 telur rebus,"1
    



Serut pepaya muda, rendam dalam air, lalu rebus | 2
    



Iris kubis ungu, wortel, bawang bombai tipis | 3
    



Campur semua bahan, tambahkan potongan telur rebus, tomat, daun sledri perasan jeruk lemon, cabai bubuk, dan sedikit garam"
