Judul,URL,Bahan,Langkah
Sop Makaroni Buncis Jadul/Green Beans Macaroni Soup,https://cookpad.com/id/resep/15690634-sop-makaroni-buncis-jadulgreen-beans-macaroni-soup,200 gr boneless chicken; 200 gr macaroni; 1/2 head of cauliflower; 2 carrots; 150 gr green beans (clean the sides strings and cut 2 cm); 150 gr meatballs/sausages; 1 onion (fried it) for topping; 6 cloves of garlic; 1.5 tsp black/white pepper; 3 stalks of spring onions; 3 stalks of celery; 1 tomato; to taste salt; 8-9 cups of water; 4 tbsp veg oil; 1 tsp sugar,"1
    



Preheat the saucepan, add veg oil, and saute the garlic black pepper paste. Once it is golden brown add cuts chicken, keep stirring it for 5 minutes.
Panaskan panci, tambahkan minyak sayur, dan tumis bawang putih lada hitam yg sudah dihaluskan. Setelah berwarna cokelat keemasan tambahkan potongan ayam, terus aduk selama 5 menit. | 2
    



Add the water, leave it till it boiled. Once it is boiled add the macaroni, leave it until the macaroni is cooked. 
Tambahkan air, biarkan hingga mendidih. Setelah mendidih masukkan makaroni, diamkan hingga makaroni matang. | 3
    



When the macaroni is ready then add the diced carrots, cauliflower, and green beans. Leave it again till the soup boiled.
Jika makaroni sudah matang, tambahkan potongan wortel, kembang kol, dan buncis. Biarkan lagi sampai sup mendidih. | 4
    



Once the soup boiled add the meatballs, continue to cook it for 5 minutes, lastly add the diced tomato, spring onion, and celery and cook it more for 2 minutes.
Setelah sup mendidih tambahkan bakso, lanjutkan memasak selama 5 menit, terakhir tambahkan tomat potong dadu, daun bawang, dan seledri dan masak lagi selama 2 menit. | 5
    



Green beans macaroni soup is ready to serve added with fry onion as a topping for the beloved family added with “sambal kecap” (spicy sweet soy sauce) to add the deliciousness.
Sop buncis makaroni siap dihidangkan ditambah bawang goreng sebagai topping untuk keluarga tercinta ditambah sambal kecap untuk menambah kelezatannya.
Bon Appetite! Selamat Makan!"
"Healthy Simple Breakfast (Eat clean series) ""Spanish Frittata""",https://cookpad.com/id/resep/1264636-healthy-simple-breakfast-eat-clean-series-spanish-frittata,"3 butir kentang ukuran sedang; 3 butir telur; 1 buah bawang bombay ukuran kecil; 1 buah tomat; 2 sdm minyak zaitun; secukupnya daun kemangi  (optional); secukupnya garam, lada, kaldu jamur, daun oregano","1
    



Potong dadu kentang yang sudah di cuci bersih (tips : masak kentang dengan kulitnya agar nutrisi kentang tetap terjaga) | 2
    



Rebus kentang hingga matang, kurang lebih 15 menit, tusuk dengan garpu untuk mengetahui kematangan kentang | 3
    



Sembari menunggu kentang matang, potong potong bawang bombay sesuai selera | 4
    



Setelah kentang matang, tiriskan. Kocok lepas telur pada mangkuk, masukkan bahan bahan lain nya (daun kemangi, daun oregano, bawang bombay, garam, lada kaldu jamur dan juga kentang rebus) campur hingga merata | 5
    



Masukan minyak zaitun pada wajan, (tips : tidak perlu menunggu hingga panas agar tidak merusak kandungan minyak zaitun), masukkan telur yang telah tercampur dengan bahan-bahan lainnya dengan api sedang | 6
    



Masak hingga matang, untuk mengetahui kematangan telur bisa ditusuk dengan garpu | 7
    



Hidangkan dengan tomat segar yg telah dipotong potong"
Gluten Free & Vegan Peanut Butter Cookies,https://cookpad.com/id/resep/16148140-gluten-free-vegan-peanut-butter-cookies,"1 stick vegan butter (113 gr) me : Mr martini butter; 250 gr peanut butter : me : Skippy smooth 200gr crunchy 50gr; 180 gr gluten free flour : me : Bob Redmill 1:1 clean baking; 1/2 tsp psyllium husk powder; 85 gr gula aren; 100 gr icing sugar : me: Tropicana slim 10 sticks; 1 tsp vanilla extract; 2 tbsp almond milk : me: almona + PB2 almond protein enhancer; 3/4 tsp baking powder, klo pk yg double acting kurangi jd 1/2tsp; 1/4 tsp sea salt coarse","1
    



Ayak tepung, psyllium husk, baking powder, dan susu sampai rata, sisihkan | 2
    



Di tempat lain mix butter, gula, garam, sampai lembut dan gula gak mengkristal mixer kecepatan rendah smp sedang aja | 3
    



Campurkan ayakan tepung sedikit demi sedikit aduk rata dengan spatula, sampai adonan Kalis dan bisa dibentuk tanpa lengket2 di tangan, klo masih lengket boleh di tambah corn starch 1 tbsp aja dikit2 smp gak lengket lg | 4
    



Cetak adonan bulet2 di baking pan kira2 diameter 3cm kasi jarak karena di dalem dia bakal ngembang satu baking pan panjang 37cm dpt sekitar 16 adonan | 5
    



Adonan yg sudah di bulatbulat kan tekan pake garpu bentuk crisscross, masukkan oven panggang dengan api kecil *sesuaikan dengan oven masing2 ya
Klo panggang sekali banyak jangan lupa 20 menit tuker posisi loyang biar Rata matengnya | 6
    



Taro cooling rack, sajikan, aku dapet kira2 segitu gedenya | 7
    



Hasil 1 batch sorry gak kefoto yg hasil kelarnya keburu masuk peruut"
"Mun tahu ayam sederhana (menu sehat, eat clean, cocok untuk MPASI)",https://cookpad.com/id/resep/4782128-mun-tahu-ayam-sederhana-menu-sehat-eat-clean-cocok-untuk-mpasi,"4 buah tahu putih, potong kecil2; 150 gr daging ayam cincang; 2 buah bawang putih, cincang; 1 tangkai daun bawang, potong2; 2 sdm minyak zaitun; 1 sdm saus tiram; 1 sdm kecap asin; 1 sdt kaldu jamur totole; 1/2 sdt gula; 1/2 sdt merica; 1 sdm minyak wijen; secukupnya Air; 1 sdt tepung maizena, larutkan di sedikit air dlm gelas(buat pengental)","1
    



Siapkan wajan dn masukkan minyak zaitun, gunakan api kecil(krn smoking point minyak zaitun rendah) Masukkan bawang putinh, tumis sampai wangi. | 2
    



Kemudian masukkan ayam cincang, aduk2 sampai matang. Lalu masukkan tahu, aduk2 pelan jgn sampai hancur | 3
    



Masukkan air, lalu saus tiram+ kecap asin+garam+gula+ merica, aduk2. Tunggu sampai mendidih. | 4
    



Setelah mendidih, masukkan minyak wijen dan daun bawang. Koreksi rasa. | 5
    



Setelah d rasa pas masukkan larutan tepung maizena, aduk2 smpe kental. Siap dihidangkan. Bon apetite!"
Clean Eating Aini'Cooking #30,https://cookpad.com/id/resep/24033379-clean-eating-ainicooking-30,1 butir telur; 1 bungkus sosis so nice; 1 Brokoli rebus; Secukupnya garam; 2 cabe potong serong; 1 bawang merah iris tipis; 1 bawang putih iris tipis,"1
    



Siapkan wadah, lalu masukkan cabe telor garam bawang merah bawang putih dan sosis yang sudah dipotong-potong sesuai selera. Aduk hingga berbuih. | 2
    



Siapkan brokoli yang sudah direndam air garam dan sudah dicuci bersih, rebus hingga matang. Lalu tiriskan. | 3
    



Siapkan teflon anti lengket, goreng telur hingga matang. | 4
    



Sajikan telur dadar dan brokoli rebus serta secukupnya nasi."
"Risoles Ayam Mayo (Gluten Free, Eat Clean, Air Fryer Recipe)",https://cookpad.com/id/resep/24509144-risoles-ayam-mayo-gluten-free-eat-clean-air-fryer-recipe,"250 gr ayam fillet + secukupnya air + 1 sdt garam; Secukupnya mayones homemade; 1/2 sdt garam; 1/2 sdt merica bubuk; Secukupnya kulit risoles gluten free


Kulit Risoles Gluten Free (Kompor Induksi); Lem kulit (1 sdm tepung tapioka, larutkan dalam 1-2 sdm air); Secukupnya minyak goreng","1
    



Rebus ayam menggunakan secukupnya air dan 1 sdt garam. Setelah ayam hangat, suwir-suwir. | 2
    



Tambahkan mayones, garam, dan merica bubuk, aduk rata. | 3
    



Ambil 1 kulit, letakkan 1 sdm ayam mayo di bagian tepi bawah. Lipat menutupi ayam, oles lem di sekeliling kulit. Lipat bagian kanan kiri, gulung, dan rekatkan.
Lakukan sampai habis, sisihkan. | 4
    



Oles bagian dasar air fryer dengan minyak. Tata risoles di dalam air fryer. Oles kembali menggunakan minyak. Goreng dengan suhu 180°C selama 10 menit. (Batch awal saya tambahkan 5 menit untuk memanaskan air fryer. Sesuaikan dengan air fryer masing-masing ya.) | 5
    



Balik, oles minyak, goreng kembali selama 10 menit. Angkat, sajikan."
Tempe Goreng Krispi (Eat Clean Version),https://cookpad.com/id/resep/16719180-tempe-goreng-krispi-eat-clean-version,"1 blok tempe, iris tipis dengan ketebalan 1-2 mm; 1 buah bawang putih; 1 sdt garam; 10 sdm air; 2 sdm minyak goreng (untuk olesan. Opsional)","1
    



Haluskan bawang putih dan garam. Tambahkan air. Tes rasa. | 2
    



Celupkan tempe satu per satu ke air bawang. Diamkan selama 15 menit. | 3
    



Setelah 15 menit, oles air fryer dengan minyak. Tata tempe di dalam air fryer. Goreng dengan suhu 170°C selama 7 menit, balik. Goreng kembali selama 7 menit. | 4
    



Hidangkan hangat-hangat. | 5
    



Catatan: 
1. Pada batch penggorengan pertama, saya menambah 5 menit untuk memanaskan air fryer, sesuai manual book air fryer saya.
2. Jika bumbu bawang kurang, bisa dibuat lagi dengan perbandingan yang sama.
3. Sesuaikan suhu dan waktu penggorengan dengan air fryer masing-masing ya. Have fun frying. 😘"
Ayam Lada Hitam (DIET/Clean Eat),https://cookpad.com/id/resep/14652084-ayam-lada-hitam-dietclean-eat,200 gr Dada ayam fillet; 1/2 bh bawang bombay iris panjang; 3 bh bawang putih iris tipis; Cabe rawit merah; Jeruk nipis; Garam Himalaya; Lada Hitam; Saus tiram; Olive oil,"1
    



Tumis bawang bombai sampai setengah layu. Lalu masukan bawang putih, tumis sampai harum. | 2
    



Rebus sebentar ayam yang sudah dicuci dan di beri jeruk nipis. Lalu masukan kedalam tumisan. Tuang saus tiram secukupnya, garam, dan lada hitam,cabe. Tambah sedikit air (sesuai selera supaya tidak kering). Koreksi Rasa. Masak hingga matang.. Voilaaaaa..jadi deeeeh..."
"Spicy Chicken Teriyaki Cocok [Eat Clean, Untuk Diet]",https://cookpad.com/id/resep/9463470-spicy-chicken-teriyaki-cocok-eat-clean-untuk-diet,250 gr dada ayam filet; 1 bungkus saori saus teriyaki; 1 sdm bawang putih bubuk; 2 cabai merah; 2 cabai rawit; 4 bawang putih; 3 bawang merah; 1 sdm minyak; 200 ml air,"1
    



Potong dadu ayam dada fillet. Marinasi dengan 1 bungkus saori saus tiram dan 1 sdm bawang putih bubuk selama 20 menit [semalaman lebih bagus] dan disimpan dalam kulkas | 2
    



Panaskan teflon dengan 1 sdm minyak kemudian tumis cabai merah, cabai rawit, bawang putih, bawang merah sampai harum & layu | 3
    



Tambahkan 200ml air, kemudian masukkan ayam yang sudah dimarinasi, biarkan air sampai susut dan koreksi rasa."
Tumis Tahu Sayur Pelangi (eat clean),https://cookpad.com/id/resep/9455412-tumis-tahu-sayur-pelangi-eat-clean,1 potong tahu potong kecil; 1 kepal brokoli potong2; 1 genggam tauge; 1 bh wortel serut kasar; 1 bh tomat; 1/4 bawang bombay iris; 2 siung bawang merah iris; 3 siung bawang putih iris; 1/4 sdt lada; 2 bh cabe rawit merah; secukupnya kaldu jamur; secukupnya garam; minyak canola/bunga matahari,"1
    



Panaskan wajan lalu tuang minyak canola | 2
    



Tumis bombay, bawang putih, bawang merah sampai layu dan tercium aromanya... hmmm... ini aja udh menggugah selera... tambahkan cabe plus lada | 3
    



Mulai masukkan tahu lalu brokoli.. beri sdikit air.. spy brokoli melunak | 4
    



Tambahkan tauge dan serutan wortel.. setelah sayur lunak... tp tetep jaga chruncy nya ya guys.. tuangkan kaldu jamur dan garam.. jangan lupa test rasa | 5
    



Masukkan potongan tomat supaya tastynya lebih segar... sajikan di piring saji"
Tahu Telur (Menu Eat Clean🥚),https://cookpad.com/id/resep/6651206-tahu-telur-menu-eat-clean,1 buah tahu ukuran sedang; 2 butir telur ayam (saya hanya pakai 1 kuning telur saja 😁); 2 siung bawang merah; 3 buah cabe rawit; 3 buah jamur champignon; 2 batang daun bawang; 1 sdt merica bubuk; 1/2 sdt garam; 1 sdm corn oil (bisa diganti olive oil),"1
    



Cuci bersih tahu, hancurkan dengan garpu (saya tidak terlalu halus menghancurkannya, supaya masih terasa tekstur tahunya). Cuci bersih daun bawang dan jamur, cincang kasar. | 2
    



Campurkan tahu dengan telur, daun bawang, jamur, merica bubuk dan garam. Aduk rata. | 3
    



Panaskan corn oil di atas teflon dengan api kecil. Masukkan adonan tahu telur ke dalam teflon. Balik adonan ketika bagian bawah sudah berwarna kuning kecoklatan. Setelah bagian bawah telur berwarna kuning kecoklatan, angkat dan potong-potong sesuai selera. Taburkan irisan bawang merah dan cabe rawit di atas tahu telur. | 4
    



Catatan : Supaya tidak hancur, jangan sering membolak balik tahu telur (saya hanya sekali balik saja, terus angkat)"
(Eat Clean Menu) Bakso Ayam Bihun Untuk Diet,https://cookpad.com/id/resep/8132055-eat-clean-menu-bakso-ayam-bihun-untuk-diet,200 Gram Dada Ayam; 1/4 Bihun Jagung; Sayur Kol; Sayur Sawi Keriting; Bumbu Bakso Ayam; 2 Bawang Putih; 4 Buah Cabe Rawit; 1 Jeruk Sambal; 1 Batang Seledri; Secukupnya Garam; Secukupnya Merica; Bumbu Kuah; Secukupnya Tulangan Sisa Ayam; 2 Bawang Putih; 1/2 Bawang Bombay; 1/2 Buah Tomat; 2 Buah Cabe Rawit,"1
    



Bersihkan 200gr dada ayam kemudian peraskan jeruk sambal menghilangkan amis kemudian blender dengan 1 bawang putih, 2 caberawit dan setengah seledri, beri sedikit garam dan merica, bentuk bulat2. (Dapatnya sekitar 8bulatan bakso). Panaskan air kemudian masukkan bulatan bakso, rebus hingga matang. Tiriskan. | 2
    



Panaskan wajan, Tumis 1 bawang putih dan 1/4 bawang bombay cincang dengan olive oil hingga harum, kemudian masukkan air secukupnya dan sedikit tulang ayam untuk kaldu kuah bakso. Tunggu hingga mendidih. | 3
    



Terakhir masukan sayur kol, sawi keriting, bakso yang sudah direbus, 1/2 tomat potong, 2 cabe rawit kemudian tambahkan garam merica secukupnya, koreksi rasa. Biarkan sampai sayur matang dan sajikan dengan daun seledri dan setengah porsi bihun jagung 🖤"
Bawal Bakar Teflon Bumbu Padang (Menu Eat Clean 🐟),https://cookpad.com/id/resep/6777601-bawal-bakar-teflon-bumbu-padang-menu-eat-clean,"1 kg ikan bawal (isi 6, yang ukuran sedang); 65 ml santan instan cair (sy skip, ganti dengan 100ml air 😊); 1 sdm gula merah sisir; 1 sdt garam; 1 sdt gula (sy skip, karena sudah pakai gula merah 😊); 1 sdt merica bubuk; 1 sdm minyak goreng utk menumis bumbu (sy pake corn oil); 1 sdm margarin (saya ganti dengan corn oil); Bumbu Halus; 15 siung bawang merah; 6 siung bawang putih; 4 buah cabe keriting; 5 butir kemiri (aslinya 3 bt, sy tambah krn gk pake santan); 1 sdt ketumbar bubuk; 3 cm kunyit (saya ganti 1 sdt kunyit bubuk); Bumbu Cemplung; 1 cm jahe, geprek; 1 cm lengkuas, geprek; 2 batang sereh, ambil putihnya, ikat, geprek; 4 lembar daun jeruk; 1 cm kayu manis; 2 butir kapulaga; 1 buah bunga lawang","1
    



Bersihkan ikan, cuci bersih, dikerat-kerat dagingnya supaya bumbu bisa masuk. Siapkan bumbu halus dan bumbu cemplung. | 2
    



Tumis bumbu halus dan bumbu cemplung hingga harum. Masukkan gula merah, biarkan mencair. Supaya tidak gosong, kecilkan apinya yaa. Tambahkan air dan biarkan mendidih. | 3
    



Setelah mendidih, masukkan ikan hingga terendam bumbu. Masak hingga ikan setengah matang atau air menyusut. Jangan sering dibolak balik ya supaya ikan tidak hancur. Angkat dan dinginkan ikan. | 4
    



Panggang ikan diatas teflon hingga ikan matang atau berwarna kecoklatan. Olesi ikan dengan bumbu sisa kuah. Angkat dan nikmati dengan nasi dan lalapan."
Clean Eating Aini'Cooking #7,https://cookpad.com/id/resep/23944715-clean-eating-ainicooking-7,4 kacang panjang potong-potong lalu rebus 5 menitan; 1 bongkol jagung serut lalu rebus 4 menitan; 1 buah wortel kecil potong-potong korek lalu rebus 3 menitan; 1 buah timun lalu potong sesuai selera; 1 buah tomat potong menjadi 4 bagian; 1 butir telor rebus; secukupnya Kewpie wijen sangrai,"1
    



Siapkan semua bahan yang dibutuhkan | 2
    



Cuci bersih bahan yang dibutuhkan | 3
    



Potong-potong bahan sesuai instruksi diatas | 4
    



Rebus secara bertahap setiap bahannya lalu tiriskan | 5
    



Kupas telur rebus | 6
    



Siapkan wadah lalu plating menjadi satu, tambahkan kewpie wijen sangrai lalu siap dinikmati."
Sate Ayam Tanpa Tusuk (Menu Eat Clean 🍢),https://cookpad.com/id/resep/6774625-sate-ayam-tanpa-tusuk-menu-eat-clean,"300 gram fillet dada ayam; 1 sdm corn oil (bisa diganti minyak wijen atau olive oil); 1 sdm saus tiram; 1/2 sdt merica bubuk; 1/2 sdt ketumbar bubuk; Bumbu Halus; 2 siung bawang putih; 1 ruas jahe; Pelengkap; 2 siung bawang merah, diiris/cincang kasar; 1 buah tomat, dipotong dadu/sesuai selera; 3 buah cabe rawit, diiris halus/cincang kasar","1
    



Cuci fillet dada ayam, potong dadu, simpan dalam wadah. Tambahkan bumbu halus, saus tiram, merica bubuk dan ketumbar bubuk. Aduk-aduk hingga daging ayam tercampur rata dengan bumbu. Biarkan selama 15-30 menit. | 2
    



Panaskan corn oil dalam teflon dengan api sedang. Panggang ayam hingga berwarna kuning kecoklatan atau matang. Sajikan dengan bahan pelengkap."
Omelet Tomat Oatmeal (Eat Clean),https://cookpad.com/id/resep/4280955-omelet-tomat-oatmeal-eat-clean,1 buah tomat merah potong-potong dadu; 1/2 sdt lada bubuk; 1/2 sdt garam; 1 sdm saus tiram; 1 sdm oatmeal instan; 1 butir telur,"1
    



Kocok telur bersama dengan lada bubuk, garam dan saus tiram | 2
    



Masukkan oatmeal dan tomat | 3
    



Kocok telur sampai benar-benar mengembang dan rata | 4
    



Panaskan wajan anti lengket | 5
    



Masak omelet sampai matang merata | 6
    



Omelet tomat oatmeal siap dinikmati. Selamat mencoba"
Sop Baso Udang Oatmeal (Eat Clean),https://cookpad.com/id/resep/8581034-sop-baso-udang-oatmeal-eat-clean,1 ons daging udang cincang; 2 sdm tepung tapioka; 6 sdm oatmeal instan (warna merah); 1 sdt garam; 1 sdt lada bubuk; 1 buah wortel cincang halus untuk baso; 3 siung bawang putih; 1 buah wortel potong sesuai selera untuk sup; 250 ml kaldu ayam; 1 ruas daun bawang; 1 ruas seledri; Putih telor,"1
    



Blender halus udang, wortel cincang dan putih telor | 2
    



Tuang ke dalam wadah, tambahkan oatmeal dam tepung tapioka. Aduk rata kemudian tambahkan gula, garam dan lada bubuk | 3
    



Panaskan air, bentuk adonan baso udang bulat-bulat. Rebus dalam air mendidih sampai semua mengapung. Angkat dan tiriskan | 4
    



Untuk kuah, panaskan kaldu ayam, tambahkan wortel, daun bawang dan seledri | 5
    



Tambahkan garam dan lada | 6
    



Tunggu sampai mendidih kemudian masukkan baso udang yang sebelumnya dibuat. | 7
    



Sup baso udang oatmeal siap dinikmati. Selamat mencoba"
Tumis Ayam Brokoli / Chicken Broccoli,https://cookpad.com/id/resep/13941570-tumis-ayam-brokoli-chicken-broccoli,"300 gr Bunga Brokoli; 300 gr Ayam Fillet (Potong Tipis / Potong Dadu Sesuai Selera Aja); Jamur Kancing Kaleng (Kalau Mau Bener2x Clean, Pake Yang Fresh); 1 Batang Daun Bawang; 3 Siung Bawang Putih (Cincang); Bahan Saus; 2.5 Sdm Saus Tiram; 1 Sdm Kecap Asin; 80 ml Air; 1 Sdt Kaldu Ayam Bubuk; 1 Sdt Gula / 1 Sachet Gula Diabetasol; 1 Sdt Lada Putih Bubuk; 1 Sdt Maizena","1
    



Panaskan Air untuk Rebus Brokolinya, Kalau airnya sudah panas, langsung aja rebus Brokolinya, sebentar aja ya Guys, sekitar 30 - 40 Detik, Kalau kelamaan Brokolinya nanti jadi kelembekan dan Nutrisinya rusak. Kalau sudah langsung aja pindahkan ke Air Es supaya proses masaknya berhenti dan warna Brokolinya akan tetap hijau dan segar... | 2
    



Sebelum memasak, Campurkan semua bahan saus kedalam satu wadah, aduk rata sampai gulanya larut, proses ini memudahkan kita dalam memasak jenis masakan seperti ini, jadi ga perlu masukin bahan satu persatu ketika masak... | 3
    



Sekarang panaskan sedikit minyak (Kalau mau yang benar2x Clean, Pakai Olive Oil / Canolla Oil), kemudian tumis bawang putih sampai harum, lalu masukan Jamurnya, Tumis Jamurnya kurang lebih 3 menit, lalu masukan ayamnya, masak ayamnya sampai matang dan berubah warna... | 4
    



Kalau ayamnya sudah matang, masukan saus yang tadi sudah kita campur, masak sausnya bersama Ayam dan Jamur sampai sausnya mengental, Kemudian matikan apinya... | 5
    



Sekarang masukan kembali brokolinya, aduk2x rata sampai rata dengan Ayam, Jamur dan Sausnya, kemudian taburkan daun bawang lalu aduk rata lagi, dan Chicken Broccolinya siap untuk disajikan... | 6
    



Semoga Suka Sama Resepnya ya... Untuk Yang Recook di Instagram Jgn Lupa Hashtag #ResepDariWonderland atau Langsung aja Tag ke @dapurdiwonderland | 7
    



Makasih... Selamat Mencoba... 😁😁"
Tumis Buncis Cincang Vegetarian (Eat Clean Series),https://cookpad.com/id/resep/1374355-tumis-buncis-cincang-vegetarian-eat-clean-series,"3/4 cup olahan kedelai; secukupnya air untuk merendam olahan kedelai; 1/4 kg buncis; 3 siung bawang putih; 1 buah bawang bombay ukuran sedang; 1 buah tomat; 1 buah cabe (optional boleh di skip kalau tidak suka pedas); secukupnya garam, lada putih, lada hitam, kaldu jamur; secukupnya minyak zaitun untuk menumis","1
    



Pertama siapkan olahan kedelai di rendam dalam air selama 5-15 menit. Kemudian remas remas sebentar sambil di cuci dengan air. Lakukan hingga dua kali. Kemudin peras dan tiriskan (cara pencucian ada di bagian belakang kemasan) | 2
    



Potong potong buncis, cuci bersih kemudian rendam dalam air garam. Fungsi nya untuk menghilangkan rasa mangir dari buncis. | 3
    



Potong potong bawang putih, bawang bombay, tomat, dan cabe | 4
    



Tumis bawang putih, cabe dan sedikit bawang bombay menggunakan minyak zaitun. Tumis hingga harum | 5
    



Masukkan olahan kedelai, beri garam, kaldu jamur, lada hitam dan lada putih. Bisa ditambahkan minyak jika terlalu kering. | 6
    



Terakhir, masukkan buncis, tomat dan sisa bawang bombay. Tumis hingga tercampur rata dan matang. Koreksi rasa, bisa ditambahkan bumbu jika kurang | 7
    



Hidangkan dengand nasi merah | 8
    



Olahan kedelai yang saya pakai merk nya proteina. Olahan kedelai ini merupakan pengganti daging untuk para vegetarian | 9
    



Bebas msg, dan yang pasti sehat karena tinggi protein. Rasa nya seperti kulit tahu. Kenyal dan gurih."
Mie goreng telur (Eat Clean),https://cookpad.com/id/resep/15082387-mie-goreng-telur-eat-clean,1 bungkus mie lemonilo (me: hijau); Secukupnya wortel; 1 siung bawang putih; 1 buah Unsalted Butter (UB); 1 butir telur,"1
    



Rebus mie dan wortel selama +- 3 menit. Setelah matang, angkat dan tiriskan. | 2
    



Tumis bawang putih dengan menggunakan UB sampai harum dan masukkan telur, kemudian aduk telur sampai harum. | 3
    



Masukkan mie dan wortel kedalam wajan dan aduk rata. Sajikan dengan timun dan tomat. Selamat mencoba!"
"Mayonnaise Homemade (Eat Clean, Bumil Friendly)",https://cookpad.com/id/resep/24650747-mayonnaise-homemade-eat-clean-bumil-friendly,3 butir telur + 1 sdt garam + secukupnya air; 60 ml minyak (best: virgin olive oil/vco); 2 sdm air; 1 sdt cuka (me: 1 sdm air lemon); 1/4 sdt garam; 1/4 sdt merica bubuk,"1
    



Masukkan telur, 1 sdt garam, dan secukupnya air ke dalam panci. Didihkan, kecilkan api, biarkan mendidih selama 10 menit. | 2
    



Kupas telur, lalu masukkan ke dalam blender. Tambahkan sisa bahan lainnya. | 3
    



Lumatkan semua bahan sampai tercampur rata. (Di step ini saya menambah sedikit air lagi karena blender saya gak mau muter. 😅) | 4
    



Tes rasa, simpan di dalam wadah kedap udara. Simpan mayones di dalam kulkas dan habiskan segera. 
NB: better served as it is."
Clean chiken porridge,https://cookpad.com/id/resep/13710852-clean-chiken-porridge,"3 sdm oat instan; Kaldu ayam; Daun bawang; Dada ayam rebus, disuwir suwir, pake dikit aja sejumput; Ladaaaaaaaa + totole + boncabe","1
    



Masak oat pake kaldu ayam di keramik tahan panas, aduk terus | 2
    



Masukkan daun bawang + suwiran dada ayam, masak bersama. | 3
    



Matikan kompor, seasoning pake lada + totole. | 4
    



Tambahkan daun bawang sebagai garnish, tambahkan bon cabe bila sukaaa :))) | 5
    



Seporsi ini kalori cuma 180an dan kenyang banget sampe siang!"
Bakso Serabut Kuah Segar (menu eat clean),https://cookpad.com/id/resep/9403430-bakso-serabut-kuah-segar-menu-eat-clean,"bahan bakso :; 100 gr dada ayam buang kulit; 100 gr udang buang kulit, kepala dan ekor; 1 genggam soun siram air panas; 3 lbr jamur kuping lunak gunting tipis2; 1 buah wortel serut kasar; 1 butir telur; 2 siung bawang putih haluskan; secukupnya merica bubuk; secukupnya garam; bahan kuah dan toping; 200 ml air matang (hasil rebus bakso juga bisa); daun bawang dan seledri; 1/2 sdt merica; 2 siung bawang putih; potongan jamur kuping; udang rebus","1
    



Giling daging +udang + bawang putih, jangan terlalu halus | 2
    



Campur gilingan tadi dengan telur, merica, garam.. aduk hingga rata | 3
    



Masukkan irisan jamur kuping, soun dan serutan wortel... aduk rata.. lalu bentuk bulat dan dikukus hingga matang(bisa direbus sampai mengapung).. sisihkam | 4
    



Persiapan untuk kuahnya.. siapkan air (boleh air rebusan bakso), rebus hingga mendidih dan masukkan bawang putih yang sdh dihaluskan bersama merica, dan tambahkan garam.... cek rasa... | 5
    



Tahap terakhir... plattinggg... siapkan mangkuk saji, tata bakso serabut lalu potongan jamur kuping beserta daun bawang dan seledri.. tambah udang rebus biar tambah manis... siram kuah di atasnya.. yummmy.... | 6
    



Karena konsepnya eat clean jadi no bawang goreng yaahhh...."
Abon Ikan (Menu Eat Clean),https://cookpad.com/id/resep/6516822-abon-ikan-menu-eat-clean,500 gr ikan tongkol (bisa diganti tuna atau yang lainnya); 5 siung bawang merah; 2 siung bawang putih; 2 butir kemiri; 2 buah cabe keriting (bisa ditambah cabe rawit 🤓); 1 ruas kunyit; 1 sdt ketumbar; 1 batang sereh ambil putihnya; 3 lembar daun salam; 2 lembar daun jeruk; 1 sdm gula merah; 1/2 sdt garam; 1 sdm corn oil (bisa diganti olive oil); 300 ml air,"1
    



Bersihkan ikan, cuci bersih. Kukus ikan selama 30 menit atau sampai matang. Biarkan dingin, pisahkan daging dari duri dan tulang, suwir-suwir. | 2
    



Haluskan bawang merah, bawang putih, cabe keriting, kemiri, kunyit, ketumbar. Geprek sereh. | 3
    



Panaskan 2 sdm corn oil dengan api kecil. Masukkan bumbu halus, sereh, daun jeruk dan daun salam. Tumis hingga harum, masukkan ikan yang sudah di suwir2. Tambahkan air. Biarkan mendidih masukkan garam dan gula merah. Aduk-aduk, masak hingga air habis atau ikan menjadi kering. | 4
    



Abon ikan bisa langsung dimakan, bisa juga disimpan di luar kulkas selama maksimal 5 hr, lebih dari 5 hari biasanya sudah berjamur. Tempat penyimpanan, dimasukkan ke dalam wadah yang ada tutupnya dan tutup rapat."
"Tumis Bakso Ayam [Eat Clean, Untuk Diet]",https://cookpad.com/id/resep/9463585-tumis-bakso-ayam-eat-clean-untuk-diet,2 genggam kacang panjang; 1 genggam tauge; 15 bakso ayam; 2 cabai merah; 3 cabai rawit; 4 bawang putih; 3 bawang merah; 1 sdm lada hitam bubuk; 2 sdm saori saus tiram; 1 sdm totole kaldu jamur; 1 sdm minyak; 200 ml air,"1
    



Panaskan minyak diatas teflon, lalu tumis cabai, bawang putih, bawang merah sampai harum | 2
    



Tambahkan 200 ml air masukkan kan kacang panjang & bakso ayam. Lalu tambahkan lada hitam bubuk, totole kaldu jamur, saori saus tiram | 3
    



Biarkan air sampai sedikit susut atau kacang panjang layu, koreksi rasa, tambahkan tauge. Masak hingga 3 menit. Sajikan."
